,avg_labeled_utterance,transitions,self_mentions,hedges,code_glosses,chronological_markers,adverbs_of_degree,attitude_markers,place_time_svo,engagement_markers,causal_markers,explicit_references,boosters,deontic_modal_words,always,therefore,situation_dependent_references,then,frame_markers,negative_connotations,self-mentions,evidentials,emotional_self_disclosures,positive_connotations,idioms,endophoric_markers,additionally,slang_and_colloquialisms,and,purpose,figurative_language,pleonasms,informativeness,constructive_feedback,author_revelation,comprehensibility,detail_level,explicitness,context_dependence,persuasiveness,logical_reasoning,anecdotal_reasoning,right_wrong,tradition,supportiveness,empathy,status_suggestion,status_appropriateness,personal_choice,group_harmony,shared_responsibility,self-reliance,group_wellbeing,self_growth,self_responsibility,ext_responsibility,other_reliance,accomplish_tasks,implied_meaning,creative_text,repetitive,point_faults,tactful,critique,challenge,conflict,build_connection,vividness,expressfulness,vagueness,matter_of_factness,abstractness,figurativeness,concreteness,formality,conciseness,verbosity,emotionality,impersonality,politeness,directness,bluntness,cultural-relatedness,exposition,narrative,narrative_mode,expository_mode,storytelling,indirect,suspensefulness,prosociality,clarity,engagement,showing,context-first,setting-first,chronological,transition_level,causal_level
personal_choice,0.026535893141052053,0.028883631249779936,0.2726715388663695,0.008382666634410348,-0.007028679699182658,-0.02706576999019981,0.03907039563961197,0.0005659423319545113,-0.07029174673857816,0.13968560327434967,0.0906845452051991,-0.04282167435925382,0.08353112642087447,0.11700455578136724,0.061999719329677995,0.061999719329677995,-0.053901975478379695,0.061999719329677995,0.12888738560726798,-0.019702779460237855,-0.020749322151373716,-0.01565058155460175,0.08588574383042627,0.0015995041842249717,0.06518364338745239,-0.06222749057115891,-0.020749322151373713,0.04045765578554621,-0.02074932215137376,-0.020749322151373786,-0.016150445113548306,0.002921857239086082,-0.20394646453453705,0.252712514097084,0.38390802040489236,0.043184813795111555,-0.10486090910556281,-0.008342594595617675,-0.025266041707543492,0.21067783800088022,0.08872335552697427,0.0571307807676077,0.17617702174711286,0.03344918415579509,0.2557867072075541,0.23619367349582185,0.020167588023327597,0.10710809781086574,1.0,0.13703497904325787,0.07551834400397664,0.5961748895255675,0.07249595385414703,0.39327008982695405,0.6379581184921668,-0.07034099760153151,0.06276972604278183,0.17498656865653728,0.12703685738792042,0.02074844289303532,-0.023297116818576186,0.026194776800906424,0.09113104230002549,0.1416573389899087,0.14117782782598703,0.21412214557778883,0.09591243521956114,-0.003558876843988801,0.14929966887273405,0.022377206968396707,-0.19439105181298838,0.041067658632155585,0.04644500569786138,-0.06728888793339194,-0.2378534967470333,-0.07758559326483416,0.05787731016552186,0.24878831062607715,-0.43182021179637214,0.035235762731163266,-0.05956379651229922,-0.01895868513491631,0.04474455925737325,-0.2530765912665536,0.007702419810514251,0.007091059524133848,-0.26975652114865006,0.011075072850407462,0.14340883547149197,-0.04000946178847053,0.23130750342753756,0.01947327930478581,0.1948204318246361,0.01173358706075548,-0.036042422117811286,-0.10585697122706453,-0.050138493746142536,-0.012199432788746757,0.06151150955655551
group_harmony,-0.07371224654508911,-0.023855790547224434,0.11672777500581098,-0.014736795113858158,-0.03874684234947145,-0.012243287597583901,-0.03383518928915784,-0.020359918717994117,-0.06350337776235274,0.05418736784071354,-0.029277867576585567,-0.007022250063901557,0.02000178992067156,0.08368350136451384,-0.012354077259125625,-0.012354077259125625,0.011459663020246372,-0.012354077259125625,0.0002194209048891194,-0.020244595516826204,-0.012354077259125611,0.007255287002348586,0.030213707985456504,0.08856153877789812,0.005671334986860395,-0.023377152459598476,-0.012354077259125667,-0.008055453345381491,-0.012354077259125714,-0.012354077259125714,0.01145082580876123,0.12517210388759198,-0.07084659961781076,0.2079082784012795,0.09372302797527203,0.08105533301726253,-0.08972174414120154,0.03454036766017767,-0.11105890180499978,0.2441790900871769,0.030962817161720686,-0.012479642484306532,0.1685190627683158,0.20031890688230838,0.5370901891285097,0.4883085610965442,0.150528285000792,0.29657281613047953,0.13703497904325787,1.0,0.6274669821717515,0.055217284030878666,0.6864736339693852,0.12021711380768955,0.13427942022839776,0.12929310523793108,0.3433512420449879,0.11688378980367414,-0.009955835650006425,-0.0338594390808584,0.07363419185432393,0.16641655272013703,0.3020661797522286,0.18565116215880037,0.032452963741460665,0.6174012061827577,0.11431592409831556,-0.051590060467246054,0.07322178224868672,-0.0028772223904784417,-0.09735109086365068,0.12376739373974546,-0.031179039712800734,-0.13634784437822714,0.08249258797872433,-0.047139651530917516,0.03918599839955922,0.15683936570191215,-0.08270969004316324,0.2815286133999914,-0.09798281832379357,-0.15084483583397798,0.12962103658426677,-0.08661345818743763,-0.0029170453246893406,-0.0009713788903771929,-0.09688801344992168,0.004756941473584413,0.10729148018544234,-0.05531278821898173,0.6571542253105458,0.04973311770202156,0.12661880469857786,0.02353864604870622,-0.005518595834490945,-0.03960403646007821,-0.0333723519943264,0.006998951603337598,0.01176582446770761
shared_responsibility,-0.033225640247821445,0.0019293613236420104,0.11093324390317387,-0.03126785178819346,-0.03667670105399261,-0.03431868012971299,-0.06625203468200257,-0.013074982679859789,-0.05278322011352696,0.030171862324914124,-0.024527465460418122,-0.02250723607618587,-0.02922861500481979,0.13870458724994053,-0.012489331401805309,-0.012489331401805309,0.013088008380298475,-0.012489331401805309,-0.01656637797231783,-0.020382339724553587,-0.012489331401805314,0.004173467360797731,-0.02773993713613259,0.024913708798045157,-0.017538817332676076,-0.009138972551979258,-0.012489331401805305,-0.024522142428010207,-0.0124893314018053,-0.012489331401805297,-0.03778510759519581,0.1306299045588194,0.01098964663288412,0.23826708048588263,0.03922026818675147,0.051336714118382205,-0.035847462054157335,0.021936504147811068,-0.021918365317847605,0.22809748257606766,0.10141075972754102,-0.05104103667008513,0.20620483034738507,0.10046782647094722,0.348596897190231,0.28550242604160736,0.09868309519291597,0.1677350427603148,0.07551834400397664,0.6274669821717515,1.0,0.0654298055215906,0.633966565823869,0.020085688584529998,0.18946352179980824,0.2654839818757792,0.432795555151421,0.2706403248658058,-0.024148646402032806,-0.08471622698720803,0.01909616550026831,0.14087083972037648,0.1903406294768296,0.17477307500153386,0.10923505125872986,0.45512975159143104,0.03961466405087873,-0.09417704127305265,-0.014214608730354072,0.05694240295139324,-0.03120465129673864,0.11125570793874522,-0.07531101983330514,-0.10662543130971372,0.14339642956499904,-0.08011891166073624,0.055854330734086334,0.054500654885609956,-0.0025659002432364,0.1641202017428519,-0.03859444672590762,-0.029661333019155293,0.057503943797003,0.028688267416031366,-0.01799736344650015,-0.01609844782737738,0.012694128970959681,-0.027554985590434768,0.04864572979031579,-0.029955848198610042,0.5362771287059345,0.009166304099411268,0.07165637165612608,-0.028622793310507495,0.02141548510031206,-0.03221064545625506,-0.030599118273140845,0.020086695042981197,0.09096288607066814
self-reliance,-0.01575224269139497,0.04576037973509329,0.13818114744223314,-0.03270455472744022,0.01972035031818915,-0.0024417606705531888,0.01428622610424588,-0.011665361172768481,-0.0706061541871687,0.054082100518364845,0.07929690902485667,-0.05368511062094111,0.01532325928371805,0.18400555601356075,0.08388060515524776,0.08388060515524776,-0.015768811231070472,0.08388060515524776,0.02574444134544018,-0.013182741061462538,-0.013053838398582505,-0.0336976797605639,0.08518606882388144,0.002592538592951745,0.08856665225137675,-0.044118189440481556,-0.013053838398582466,0.025923592070777463,-0.013053838398582502,-0.013053838398582433,0.028600993240211734,0.03629021740934541,-0.08192591419385255,0.25849362172139984,0.26328986312730046,0.04983829821448446,-0.0488104266833846,-0.02963204008948826,-0.08258477003119911,0.18765346523975404,0.1158464483328199,0.05386953540625986,0.0732961173013242,0.03342176736888747,0.23383624466114364,0.1693876678667884,-0.033603055860635105,0.0318212622326868,0.5961748895255675,0.055217284030878666,0.0654298055215906,1.0,0.06320164440794075,0.5922109203081527,0.6939125979515539,-0.09739253140517842,-0.023390635732736545,0.34231271391449136,0.07264043618197889,0.08425517940135625,-0.01635796042587385,0.058391728177102364,0.07484107813241453,0.08351239165568787,0.07463905221190048,0.1268671095429447,0.04510402045186759,0.05148629175718945,0.13302837514227786,0.03276701212427161,-0.13816813856619178,0.10848663265356435,0.1139351706937477,-0.10398084556915883,-0.18155944942769447,-0.06788917148767293,0.09209160858797777,0.18014568915544066,-0.25655609059744255,0.02805550699575333,-0.028572318905026504,-0.0010338425549085558,-0.006106578346843945,-0.11739451126311247,0.028145121633883722,0.027268234192087334,-0.12680362476322804,0.01410370834928165,0.07324591424720439,-0.029270973985598414,0.16038223681571775,0.022783028039137388,0.1615556296330559,0.02501760030404828,-0.03623492396834991,-0.06889381089616858,-0.006271302929053248,0.02813836084753185,0.09851997629524979
group_wellbeing,-0.10268477507249184,0.013436978675140408,0.029348998189512445,-0.05082258477794548,-0.03891347999936893,-0.05733572011060731,-0.04241161763012828,-0.02787759144414614,-0.08642956642657525,-0.0014249299918285665,-0.02877959633197308,-0.03683203215107369,-0.0006153672539903514,0.12378101071064894,-0.012970142656636423,-0.012970142656636423,-0.005227248056711581,-0.012970142656636423,-0.024366945953471657,0.008869232158621834,-0.012970142656636425,0.009278373342329973,0.013380563186689768,0.040491849959720425,0.0072039607447497486,0.0021054051053988523,-0.012970142656636397,-0.025466189926842145,-0.01297014265663639,0.12611985902311046,0.010922403968028991,0.11560920217582622,0.027566235582560904,0.23669212915185564,0.07114175110108298,0.1021485267156294,-0.0546366258440881,0.0676023510458029,-0.1195074904941832,0.3241476319007237,0.09447317799652356,-0.05261157605377461,0.2181308462123291,0.11587582009074911,0.47609992007428725,0.42384320373238943,0.06225037698209862,0.19489372764544222,0.07249595385414703,0.6864736339693852,0.633966565823869,0.06320164440794075,1.0,0.05973262482761497,0.14948612209866027,0.2748881025007651,0.39044416131773685,0.19627877164489876,-0.052835724950768805,-0.04547663479484158,0.009964163585200301,0.14905658473087152,0.25595591368423326,0.1586019845914632,0.06935552767144323,0.44650780251290106,0.020534380621256173,-0.0566016375700744,0.052176610938415344,-0.006550964704935015,-0.07455767400607095,0.14254701765141656,-0.04006778861041293,-0.12517097971062538,0.1451123691618058,-0.05047717476481069,0.030425030229416047,0.15401188700260146,-0.009112918679870633,0.22221547172197753,-0.04453982717873463,-0.0663541946039432,0.04613720186890785,0.02204513856510036,-0.06141409319216135,-0.05963528074122794,0.03396717931092442,-0.061093671725929,0.0544007725918664,-0.08823575165464999,0.7413859676877512,0.06303013553366642,0.08659300634496819,-0.036243327193290556,-0.04960567088854441,-0.10183354395372461,-0.0857310172028976,-0.04345519118046481,0.0558434737512582
self_growth,0.0027151191898682567,0.011847266847181029,0.07666460574738616,-0.032701027113776905,0.02814072319933627,-0.005122068782852631,0.00025672529120142215,-0.04296621984138017,-0.049522264031207186,0.046971699310683845,0.026961507451372924,-0.07428447828700346,0.04609212432436788,0.08637823157654632,-0.010442210724330119,-0.010442210724330119,-0.017849251343322273,-0.010442210724330119,-0.021096116594941743,-0.018643929900318275,-0.010442210724330136,0.017478920120884447,0.02655318825151098,-0.01157125657791075,0.09143504875419402,-0.009170927939062769,-0.01044221072433013,-0.020502729121937187,-0.010442210724330096,-0.010442210724330088,0.04601473565672182,0.08480396624228066,-0.09727513709206077,0.25473814691379887,0.2383015965175766,0.008156608898546297,-0.06162661507008658,-0.09290754476148039,-0.0946266184646385,0.21755642867090133,0.056888436229457606,0.03456368971547454,0.0690408406225654,0.15689615377598684,0.3225109650908642,0.26337164451431444,0.04738145045865096,0.07426284246584053,0.39327008982695405,0.12021711380768955,0.020085688584529998,0.5922109203081527,0.05973262482761497,1.0,0.5145468271172096,-0.05949843851453883,0.035651753067707535,0.15703498988315748,0.13707081723969253,0.17095468109049558,-0.004696070052981869,0.08947370324327017,0.14443352236015758,0.09227869672353296,0.10576043730738466,0.19728399894149767,0.07805873500556128,0.08558770390324788,0.18355230376636486,0.049983301835187746,-0.2108131323018319,0.24689650980633784,0.20223705055065405,-0.21393592566465455,-0.08684537805300065,-0.04118337288514804,0.03132878495267337,0.21578781327932803,-0.16476947282955773,0.11289650349587739,-0.09262079263292672,-0.0696813964231916,0.046318416519441984,-0.09718197337426696,-0.0004335147789520297,-0.006718112699327273,-0.12226649893250778,-0.0006008057050479817,0.13753327285707004,-0.04273039479228903,0.2016590869775482,-0.004874597056580624,0.20168994629461368,0.06855531038459559,-0.0520553027877991,-0.07512825850779056,-0.04063334832648585,0.019900765388768983,0.03123607084535186
self_responsibility,-0.05270750260983575,0.04606181567003154,0.12880004559622232,-0.04038624928081118,-0.02373280784720492,-0.012861028561319075,-0.0013658320336528305,-0.03540363400831086,-0.08194551086051131,0.09909632556351855,0.04778335556157522,-0.06992788540655716,0.05127664683314976,0.1723205940462282,0.05710284820009523,0.05710284820009523,-0.0015892687673627799,0.05710284820009523,0.008326522233418152,0.011470292165889549,-0.017769767446882766,-0.020607739474385534,0.027922646770794406,-0.002489071961969406,0.08235730455108009,-0.05868300310322296,-0.01776976744688278,0.008561343448753206,-0.01776976744688279,-0.017769767446882752,-0.013687279990774426,0.033417160863790756,-0.0399461893325474,0.36694851730758954,0.30023335749413793,0.10681900399872056,-0.026824165912163616,0.0665333975795868,-0.0950187327342618,0.3248231375050545,0.16554076575433788,0.02340352277163601,0.39172871951802785,0.16104360122993938,0.2320888300664793,0.19138961335475543,0.1509409210875847,0.16669545155510399,0.6379581184921668,0.13427942022839776,0.18946352179980824,0.6939125979515539,0.14948612209866027,0.5145468271172096,1.0,0.009551435812609418,0.07658443957820164,0.35650913747512347,0.05426498450270256,0.02798546083424841,0.006584418284253289,0.0060823505738188365,0.013264846316923368,0.14792271252212932,0.17428581229582385,0.20092874678294845,0.014992735118149995,0.01778894320715075,0.13549343993464702,-0.022652388367804456,-0.1093450143442619,0.0790738349784934,0.0695810354070842,-0.06289170815863653,-0.11031208467653895,-0.06387483393118608,0.0392573158837141,0.22879505947574505,-0.24536412620414433,-0.035699247686199545,0.02805555632512702,0.1775955149503251,0.031963224637002983,-0.1302356076875119,-0.010419039218848276,-0.012397298512932113,-0.1384204376964796,-0.01065992891002884,0.058153080914782954,-0.06512784572154161,0.27258384291932264,0.07207293836801622,0.14563315954945555,-0.01711942013896513,-0.061342759462788776,-0.11204521028599572,-0.0612496442350639,-0.020365117440069417,0.1391378238332807
ext_responsibility,-0.06956162373687251,-0.020801606909886146,-0.06446329233770184,-0.048512445087949274,-0.040851827506988576,-0.05413034546265296,0.004523299647437545,0.006426564468794632,-0.08738791333353518,-0.04934287717755102,0.0928978283469859,-0.014104866154722458,0.006958689548329082,0.05093426529879683,0.0299438011679344,0.0299438011679344,0.055839246827283785,0.0299438011679344,-0.05615220464522795,0.04617182938890192,-0.017586041955770956,0.06398203095562026,-0.039060193266707594,-0.02153873636273119,0.019266792834369963,-0.025421952066503134,-0.017586041955770897,-0.0212580430410727,-0.017586041955770963,0.05370872272978682,-0.05320464851916576,-0.0031362521855095816,0.09169929226989024,0.1399631892189024,0.02098487123086307,0.0816700769769936,0.03120080089753863,0.15162318214206125,0.009638322235627514,0.21654807889679806,0.24883616687845198,-0.020079988628575258,0.19400768911894736,0.10158573641798642,0.05934147999105279,0.08909949772631,0.29368822363784347,0.20184047583423215,-0.07034099760153151,0.12929310523793108,0.2654839818757792,-0.09739253140517842,0.2748881025007651,-0.05949843851453883,0.009551435812609418,1.0,0.5917120450524244,0.10562810542488062,-0.056902110467866855,-0.054570380457247734,-0.044057887613437784,-0.060172377157738474,-0.01330250760966144,0.12896436255348928,0.2014047976434868,0.15159427008042142,-0.05096753841339628,-0.04942566599579177,-0.016017038059323377,-0.021508125345865686,0.05011231648352315,0.037791213149847416,-0.03220780065490725,0.004564195817038205,0.15431139419544102,-0.05237593743200399,0.059535355533431644,0.09256187657313326,0.09678857137530265,-0.005540736068157634,0.0195722848926314,0.20109774172263292,0.05278597524501219,0.07547389087080617,-0.020616559664955382,-0.017921356086676374,0.06441888623821694,-0.026412890473394873,-0.0037308148474397423,-0.10579262407246615,0.19261733600436673,0.07328153634349098,0.009976210840399447,-0.050816238181384525,0.03679188109720748,-0.05436696965018789,-0.03397161118937158,0.017008698413456473,0.34852075524443604
other_reliance,-0.041564287084426624,-0.031486885905606686,0.04357537662539979,-0.03772240913061013,-0.04424569482439275,-0.05522526974268949,-0.05405019605761312,-0.03674246604198909,-0.08242366540088558,0.04578635178343539,0.03372666151150488,-0.025409215168966028,0.0037236942977468723,0.07231391476945086,0.01611031975720547,0.01611031975720547,0.06181131660929538,0.01611031975720547,-0.03399418590967657,-0.007219364961715545,-0.013778956230188525,0.07013800321924103,-0.030604310777733318,-0.006968268097878055,-0.035412289617671754,-0.029210220468725307,-0.01377895623018854,-0.02705425265095959,-0.01377895623018855,0.07588887173199323,-0.004193069231195472,0.09257666291841478,0.05857626559477116,0.17559777702468546,0.058874561953924584,0.07944991591607889,-0.007950426399314535,0.09291179615051855,-0.02089103419414609,0.2113028796630646,0.1576623169468438,-0.04440325498702034,0.03894381031656701,0.11112465898525743,0.266629901881365,0.24847051944480888,0.25854652372100734,0.26815606396361913,0.06276972604278183,0.3433512420449879,0.432795555151421,-0.023390635732736545,0.39044416131773685,0.035651753067707535,0.07658443957820164,0.5917120450524244,1.0,0.2870534435663724,-0.07129960747936467,-0.07550164961617459,0.01799553237082526,0.0498465213330388,0.14755037353842507,0.09859796973349311,0.06748891576854048,0.26331237496199755,0.04229839761796441,-0.13008461186474693,-0.07042471928433597,-0.006059658590796655,0.016433344576264254,0.01816310774752367,-0.07000707684900197,-0.016922332150333903,0.11481661743249677,-0.02172408463768941,0.06305682694231433,0.03715591908786331,0.003916579742381163,0.12023541158346686,-0.0031509500901330295,0.009546880976868599,0.027413658795050668,0.03992347385744085,-0.026724057361209946,-0.024660123414290847,0.027314015386367317,-0.020916785856202276,0.035536929917635525,-0.06637928819769659,0.3947335259128484,0.07468561745367923,0.03557704730034839,-0.04970605074632267,0.017746423878429927,-0.07482804197911194,-0.04158755333439939,-0.0118424220543905,0.1178732598687186
accomplish_tasks,-0.16043408097338638,0.020147774612039673,0.007777778846331499,-0.12927071176852428,-0.05237213711122854,-0.018004157386867472,-0.07715630743127985,-0.05617508559041375,-0.08765628652656383,-0.0058058738162622015,-0.00021024246043082096,-0.029892341940404975,-0.026169221517316058,0.19089662061268048,-0.02028340129056686,-0.02028340129056686,0.02337113303294198,-0.02028340129056686,0.08772615718858089,-0.015070714686570407,-0.020283401290566865,-0.019733827576614692,-0.03519535597273748,-0.035133057470626956,0.04668621728877677,-0.024007574159377345,-0.020283401290566865,0.01620218254475391,0.07394842816618985,0.026832513437811484,-0.029646567036245297,0.04903061822161463,0.18375098974584536,0.1509792748789288,0.023581417332027607,0.11383321674657379,0.10737744975522204,0.15572960683762385,-0.07753759583951746,0.13178563179112426,0.0777240371268271,-0.10241162140995767,0.03069450807117887,0.0868841699803471,0.12441644158608543,0.03307062248476791,0.09761189626619275,0.2366467738315724,0.17498656865653728,0.11688378980367414,0.2706403248658058,0.34231271391449136,0.19627877164489876,0.15703498988315748,0.35650913747512347,0.10562810542488062,0.2870534435663724,1.0,-0.22655614915398115,-0.10820168718961903,0.04287980139341672,0.09684858448756105,0.08351931558990879,-0.07152417536495398,0.015832842988565916,0.06755471064722404,-0.08830079045306642,-0.10326408472177503,-0.11251948512600841,-0.08849994696190414,0.1441640387489096,-0.09024134889565137,-0.08992858708263365,0.09921959120812435,0.14451135555935737,-0.049755990103789526,0.09458251222602292,-0.10226612954423411,0.01727021844931493,-0.015988557213248072,0.15925094289047187,0.10956335019964994,-0.023319857669070174,0.12834743454572917,-0.006040372173839759,-0.0035986276403703254,0.12772551293582177,-0.004307994749667939,-0.15286568685319174,-0.09308474086318888,0.23807269841079545,0.12396821750191915,-0.0327929874150901,-0.07250490029012575,-0.11560178966288061,-0.12061979346160316,0.004575222494374105,0.016663697929848724,0.03725416516487027
implied_meaning,0.5653485465453666,0.07260331994592735,0.17327576406291476,0.1428599427133075,0.04460277561605163,0.023169820647509613,0.09398259490762907,0.0932020116946868,-0.05645580667510088,0.10779809838972211,0.09631494482781211,-0.1296014181765592,0.08211780481983798,-0.02500173201448715,0.0008521452990118759,0.0008521452990118759,-0.01911797752382027,0.0008521452990118759,0.04566311916258866,0.022043185887556667,0.0008521452990118803,-0.05176584036496713,0.06502486546996622,-0.02642148623340203,0.04184308037002646,0.05726196000966974,0.06812677416837366,-0.004072654263775117,-0.021572730990775415,-0.02157273099077546,0.14644576971986334,-0.010780954039295037,-0.5161462176368005,-0.027405044301495506,0.2501017737377635,-0.46238318746546697,-0.3221701784107556,-0.6620893026375924,0.47733243782130574,0.074261101018181,-0.00246554786112731,0.05757603087169507,0.051724122451489864,0.024795661926116368,0.03812118848902388,0.0875970215755861,-0.03613500583546005,-0.14733249186343558,0.12703685738792042,-0.009955835650006425,-0.024148646402032806,0.07264043618197889,-0.052835724950768805,0.13707081723969253,0.05426498450270256,-0.056902110467866855,-0.07129960747936467,-0.22655614915398115,1.0,0.42872691566841914,-0.02156629051199177,0.10261563555054323,-0.06154551620927825,0.3646964291321236,0.1990600920415141,0.10313699463040588,0.1542382224500968,0.217499884837208,0.31758635325045986,0.572624445881072,-0.6456547439827942,0.5444759636570983,0.439659445285046,-0.5572497288163889,-0.31476432272068355,-0.15814108604583524,0.016066470199206952,0.31207013035604775,-0.2867790345464044,-0.0959940263634509,-0.6062784760523757,-0.20705298445852094,-0.00124597750121167,-0.4067427997947596,0.04267146582173059,0.03704023181865479,-0.41637798545798516,0.015780073945610925,0.6747407729188523,0.27351111294868313,-0.02978946158385328,-0.5482568508487374,0.28926468699469954,0.26097129545815234,0.24848319143425823,0.0598141739989681,0.0049132102922782184,0.062189874434193486,0.08022738315551985
creative_text,0.17666012735244688,-0.014524973990808465,0.024424315279338804,0.06754376587979842,0.00897417276828441,0.014740971852829493,-0.012262414335786922,-0.012535040379799892,-0.009447488281820703,0.05242516962962688,-0.01687835318187449,-0.07063877832839194,0.012209455341595645,-0.026834664635657434,-0.010183476399991174,-0.010183476399991174,-0.02938357579812677,-0.010183476399991174,-0.03531948428528406,-0.00913958159468836,-0.010183476399991183,-0.03709809987601309,0.04162645517349806,0.05069700568486043,0.08377996900365065,-0.004586820822784905,0.11913050963164298,0.018236100304903736,-0.01018347639999117,-0.01018347639999117,0.34830596439094264,0.0600888672909401,-0.23771603552581377,0.003362769965047997,0.1535058397114155,-0.17091539217078897,-0.05910538614670688,-0.31107030248692347,0.004824397767588452,0.027787591383877694,-0.06345197198559333,0.006828928938058882,-0.0328600809412209,0.06291137936586853,0.0478262707019148,0.08586676150865108,-0.05134618893015255,-0.12617393940396343,0.02074844289303532,-0.0338594390808584,-0.08471622698720803,0.08425517940135625,-0.04547663479484158,0.17095468109049558,0.02798546083424841,-0.054570380457247734,-0.07550164961617459,-0.10820168718961903,0.42872691566841914,1.0,-0.019233606567274554,0.04144036201303485,0.04505695323871692,0.14797143520343137,0.1091080642967431,0.006356112370015018,0.05547896278018123,0.6293436029154431,0.6084963009941328,0.06829631104392582,-0.48145879268292385,0.31008818587948733,0.9455965858320449,-0.22649264093205276,-0.18370861094447355,-0.09666673403603428,0.006767062310529003,0.3422281836932058,-0.1288035651352792,-0.01726955919587582,-0.3878247367204012,-0.15143727993258907,0.07378045690698394,-0.20146020230371695,0.07385963578376993,0.07478313540385015,-0.23231009253824206,0.07034677790510153,0.3779172436046012,0.10206180404045748,-0.021293662761324914,-0.20398004493477226,0.45387116760061713,0.48019719673334277,0.015779451434858052,0.02793638933243444,0.011751041787140518,0.004606757816045061,-0.026636008278985258
repetitive,-0.05852873520285652,0.0017622825925268906,-0.031457110550238906,-0.04498018229377066,-0.003964295507828085,-0.022097035518030335,0.003744309417711168,-0.02392819808034045,-0.038236432984992776,-0.011348954298851967,-0.04061246160326679,-0.010529517768171003,0.13153790018954495,-0.027145996789556884,-0.004014865272224085,-0.004014865272224085,0.01769922482772868,-0.004014865272224085,0.016572866976137853,0.017130464211364407,-0.0040148652722240795,-0.01644959931594479,-0.008917379696197133,-0.009687318445875108,-0.01376610240686395,-0.0001636700460715481,-0.004014865272224064,0.12400237563553052,-0.004014865272224023,-0.004014865272224023,-0.012146536224450688,0.17271908540644645,-0.04014105152081208,-0.019108466668824334,-0.02812350849165184,0.012950950314495016,-0.021023376790310116,0.05915238967546584,-0.027426111272455287,0.04899471030181842,-0.033592039507803644,0.004041185447620886,0.0050602043060270965,-0.0276934623875547,0.02896606280708083,0.016923965387362908,-0.00439098960631008,-0.010911817288627085,-0.023297116818576186,0.07363419185432393,0.01909616550026831,-0.01635796042587385,0.009964163585200301,-0.004696070052981869,0.006584418284253289,-0.044057887613437784,0.01799553237082526,0.04287980139341672,-0.02156629051199177,-0.019233606567274554,1.0,0.050448543460065165,-0.04449607608238553,-0.02709539524262753,0.030704040441753153,0.056955445211271646,0.0006176022010971684,0.03837340350950744,0.09325377875045479,-0.04199916730536299,-0.027428961543105874,-0.008773208211192299,-0.01373212611158963,-0.011426081296415966,-0.07518258548607094,-0.0643562937676342,0.07864103948790464,0.07794593152091805,-0.03870654480276994,-0.0921198440549664,0.03589460148996056,0.1021721526619736,0.02200921426857959,-0.007670449977241431,-0.03921613279547939,-0.03875688158357163,-0.016414657104035675,-0.03420647390954534,-0.06799121482503176,-0.002219371151486033,0.02211542378956443,0.01135265207511942,0.04407636739502953,-0.018856313975860253,-0.08066619800251382,-0.051191329440471674,-0.052543946268205174,-0.036420145036387123,-0.050319863876947216
point_faults,0.009857383312522906,-0.017842872981293008,0.05489251355744212,-0.05428201595712238,0.007630741329517875,0.04436188562161395,-0.003126262848902338,0.06926284183423542,-0.03138192159697992,-0.010107194310502362,-0.027826825967086306,0.09460412661756662,0.009067550709957854,0.03748114492653229,-0.028000933741045866,-0.028000933741045866,-0.03991365348197698,-0.028000933741045866,0.06247779443839341,-0.08007496558394063,0.024484415351823642,-0.005297714024699349,0.023536009441206342,0.04400802689392896,-0.04255845438458246,0.04071656436699577,0.011363078078606226,-0.06713329342082014,-0.04112227101426325,0.024484415351823625,0.03128675781723721,0.021222285824039337,-0.06276711217210226,0.00950332668843567,-0.017294837369026365,0.005621074646090447,-0.06175201713095126,-0.13028357787496347,0.043972756296420765,0.03738867644163526,-0.06870628540170018,-0.07389478972487233,-0.19305005589751026,-0.006267804426477716,0.2288031433022146,0.17056008211923418,0.005911051708854132,0.12091707311433307,0.026194776800906424,0.16641655272013703,0.14087083972037648,0.058391728177102364,0.14905658473087152,0.08947370324327017,0.0060823505738188365,-0.060172377157738474,0.0498465213330388,0.09684858448756105,0.10261563555054323,0.04144036201303485,0.050448543460065165,1.0,0.47014838968947115,0.09891511138487903,-0.15028422806199251,0.25006753050296426,0.0574061000773056,-0.06479002565232748,-0.013128646708571483,0.1622954757289812,-0.06748604056841585,0.1436459981940414,0.04104585513771561,-0.15434789997634363,0.07293222653423136,-0.0010742037468052623,-0.018839039264855105,-0.013406571907954514,0.0038569680848792435,0.2758969669003025,-0.1327457191837119,-0.27341676868678416,-0.010644845452688165,-0.014703528687096056,-0.026041789550224577,-0.029209590690332597,2.4343652280558292e-05,-0.027148792910929274,0.1443073487153602,-0.017307691784963188,0.22765989352535174,-0.02830584824051969,0.03820558631805538,0.0168078895475215,0.05127145551013211,0.018540129736808506,0.020701788331299428,0.043212753274109984,-0.09703095124983549
