,utterance_id,utterance,avg_labeled_utterance,labeled_utterance,self_mentions,code_glosses,transitions,frame_markers,situation_dependent_references,place_time_svo,explicit_references,adverbs_of_degree,chronological_markers,engagement_markers,deontic_modal_words,boosters,causal_markers,idioms,attitude_markers,hedges,evidentials,figurative_language,negative_connotations,endophoric_markers,pleonasms,emotional_self_disclosures,positive_connotations,transitions_chronological_markers,slang_and_colloquialisms
173,u184992,"I ask them, ""What do you mean with ""we"" and ""them""?",1.0,"I<self_mentions> ask them<situation_dependent_references>, ""What do you<engagement_markers> mean with ""we<engagement_markers>"" and ""them<situation_dependent_references>""?""",0.0196078431372549,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,u46875,By putting the seven great nails on the narrow paths of samsara and nirvana.,5.0,By putting the seven great nails on the narrow paths of samsara and nirvana.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,u47228,"In Britain we drive on the left side of the road, not the right side.",1.0,"In Britain<place_time_svo> we<self_mentions><engagement_markers> drive on the left side of the road, not the right side.",0.014492753623188406,0.0,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.014492753623188406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,u147287,"And they were interested in developing a new, alternative art space,",2.0,"And<transitions> they were interested in developing a new, alternative art space,",0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,u4596,"For convenience of intensive study, he has an intense intention of making friend with me.",1.0,"For convenience of intensive study, he has an intense intention of making friend with me<self_mentions>.",0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,u108665,"if I'd been served it at a dinner party, it would have been, you know,",5.0,"if I'd<self_mentions> been served it at a dinner party, it would<hedges> have been, you<engagement_markers> know,",0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,u19484,An area of land formed or lying at the foot of a mountain or mountain range.,1.0,An area of land formed or lying at<place_time_svo> the foot of a mountain or mountain range.,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,u40930,It's Sod's Law that it rains on the only day I can play tennis.,3.0,It's Sod's Law<idioms> that it rains on the only day I<self_mentions> can<deontic_modal_words> play tennis.,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,u18683,I'm confident that the dentist will deny the confidential accidental incident.,4.0,I'm<self_mentions> confident<attitude_markers> that the dentist will deny the confidential accidental incident.,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,u69850,"Front comfortable seats for 18 adjustment with memory function, Headrest electrically adjustable.",1.0,"Front comfortable seats for 18 adjustment with memory function, Headrest electrically adjustable.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,u174477,"when they were no longer there to protect me,",5.0,"when they<situation_dependent_references> were no longer there to protect me<self_mentions>,",0.022222222222222223,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,u17464,"Mary said she hated to see Jones, or hear of the words to that effect.",2.0,"Mary<explicit_references> said she hated to see Jones<explicit_references>, or hear of the words to that effect.",0.0,0.0,0.0,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,u115785,of inviting the television program 60 Minutes II into their house,5.0,of inviting the television program 60 Minutes II<explicit_references> into their house,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,u94854,"When we would get to these rural villages, though, what we found out",5.0,"When we<self_mentions> would<hedges> get to these<situation_dependent_references> rural villages, though<transitions>, what we found out",0.014705882352941176,0.0,0.014705882352941176,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,u162304,So this is a plant that is mimicking the first plant.,3.0,So<transitions> this is a plant that is mimicking the first<chronological_markers> plant.,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,u138751,"So I was just intrigued with what -- you know, what is this animal's story?",2.0,"So<causal_markers> I<self_mentions> was just<boosters> intrigued with what -- you know<engagement_markers>, what is this animal's story?<engagement_markers>",0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02666666666666667,0.0,0.013333333333333334,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,u189003,"and once you see blood vessels, we think we can see the malaria.",2.0,"and<transitions> once<transitions> you<engagement_markers> see blood vessels, we<self_mentions> think<hedges> we<self_mentions> can<deontic_modal_words> see the malaria.",0.03125,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.015625,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,u63650,People used to light bonfires and perform ceremonies to encourage the sun's return to them.,2.0,People used to light bonfires and perform ceremonies to encourage the sun's return to them<situation_dependent_references>.,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,u197901,? Let me share my happy loving smile with you. ?,1.0,?<engagement_markers> Let me<self_mentions> share my<self_mentions> happy loving smile with you<engagement_markers>. ?<engagement_markers>,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,u206379,"So I thought, ""Well, if you can't go to the government, go to the military.""",3.0,"So<transitions> I<self_mentions> thought, ""Well<frame_markers>, if you<engagement_markers> can't go to the government, go to the military.""",0.013157894736842105,0.0,0.013157894736842105,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,u180978,that they were far from the minds of Americans,5.0,that they were far from the minds of Americans<explicit_references>,0.0,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,u100883,"you can very easily take notes, and they just get emailed automatically",1.0,"you<engagement_markers> can<deontic_modal_words> very<adverbs_of_degree> easily take notes, and they just<boosters> get emailed automatically",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014084507042253521,0.0,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,u171943,how many new examples of malware we find every single day.,1.0,how many new examples of malware we<self_mentions> find every single day.,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,u161845,"and you look out at this great big blue expanse, and it's shimmering",2.0,"and<transitions> you<engagement_markers> look out at this<situation_dependent_references> great big blue expanse, and<transitions> it's<situation_dependent_references> shimmering",0.0,0.0,0.029411764705882353,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,u80984,"Though the bridge is a bit rickety, there is no immediate danger in walking over it.",2.0,"Though<transitions> the bridge is a bit rickety, there is no immediate danger in walking over it.",0.0,0.0,0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,u55115,"Halfway across the field, the farmer ploughed out some very large stones which nearly broke his machine.",1.0,"Halfway across the field, the farmer ploughed out some very<adverbs_of_degree> large stones which nearly broke his machine.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,u218087,It is reported that some modern monks are using computers.,2.0,It is reported<evidentials> that some modern monks are using computers.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,u187596,"""You're too smart to die and I don't want it on my conscience,",3.0,"""You're<engagement_markers> too<adverbs_of_degree> smart to die and I<self_mentions> don't want it on my<self_mentions> conscience,""",0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.016129032258064516,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,u198869,"And so I managed to fly the balloon down through the clouds,",2.0,"And<transitions> so<transitions> I<self_mentions> managed to fly the balloon down through the clouds,",0.016666666666666666,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,u191339,you can see that the middle part of his brain,4.0,you<engagement_markers> can<deontic_modal_words> see<engagement_markers> that the middle part of his brain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,u41145,"One might see, now, some of the chief characteristics by contrast.",4.0,"One might<hedges> see, now<frame_markers>, some of the chief characteristics by contrast<transitions>.",0.0,0.0,0.015151515151515152,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,u116739,that is embedding mimics of the microbes' molecules on filters,3.0,that is<code_glosses> embedding mimics of the microbes' molecules on filters,0.0,0.016129032258064516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,u183415,"That means that people are beginning the first step,",4.0,"That means<code_glosses> that people are beginning<frame_markers> the first<chronological_markers> step,",0.0,0.019230769230769232,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,u145206,So part of compassion has to be an understanding of what makes people tick.,1.0,So<transitions> part of compassion has<deontic_modal_words> to be an understanding of what makes people tick.,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,u15686,Even the plot which had been considered too salty ever to grow anything on brought in a thousand jin of grain last year.,2.0,Even<transitions> the plot which had been considered too<adverbs_of_degree> salty ever to grow anything on brought in a thousand jin of grain last year<chronological_markers>.,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.008333333333333333,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,u100785,And I just wanted to play it for you.,3.0,And I<self_mentions> just<boosters> wanted<frame_markers> to play it for you<engagement_markers>.,0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,u135368,"I'm about to snap like a brittle twig, when suddenly someone taps me on the shoulder.",1.0,"I'm<self_mentions> about<hedges> to snap like<figurative_language> a brittle twig, when suddenly someone taps me<self_mentions> on the shoulder.",0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011764705882352941,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,u114340,"So, shot dead, smacked over the head, you know, thrown away.",4.0,"So<causal_markers>, shot dead, smacked over the head, you know<engagement_markers>, thrown away.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,u185928,"I hear it and what strategy they are doing, what they are planning.",4.0,"I<self_mentions> hear it and what strategy they<situation_dependent_references> are doing, what they<situation_dependent_references> are planning.",0.014925373134328358,0.0,0.0,0.0,0.029850746268656716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,u47130,The antigen - detecting RIE for human rabies vaccine was established and optimized.,1.0,The antigen - detecting RIE for human rabies vaccine was established and optimized.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,u190224,"TBP: I lost 150 million on the wind, okay.",4.0,"TBP: I<self_mentions> lost 150 million on the wind, okay.",0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,u53472,Bryant is appearing in court for his preliminary hearings on a charge of sexual assault.,1.0,Bryant<explicit_references> is appearing in court for his<situation_dependent_references> preliminary hearings on a charge of sexual assault.,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.011363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,u36662,His drive for tangible accomplishments counterbalanced by an equal drive for correctness.,1.0,His drive for tangible accomplishments counterbalanced by an equal drive for correctness.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,u144351,Maybe God isn't an agent like all of us are agents.,2.0,Maybe<hedges> God<explicit_references> isn't an agent like all of us<self_mentions> are agents.,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,u91531,I was thrilled I was going to see all my family and my friends.,1.0,I<self_mentions> was thrilled I<self_mentions> was going to see all my<self_mentions> family and my<self_mentions> friends.,0.06349206349206349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,u199127,"is we don't see shadow, and we don't see light too;",4.0,"is we<self_mentions> don't see shadow, and we<self_mentions> don't see light too<transitions>;",0.0392156862745098,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,u210191,Our city is the industry center of the country.,1.0,Our<self_mentions> city is the industry center of the country.,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,u191646,"That is the slurry being poured onto paper, basically. That's the line running.",2.0,"That is<code_glosses> the slurry being poured onto paper, basically. That's<code_glosses> the line running.",0.0,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,u28034,not a corporate lawyer - you're a concert pianist turned milliner.,1.0,not a corporate lawyer - you're<engagement_markers> a concert pianist turned milliner.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,u139056,"how you would build this thing. The whole gang of people who came to work on this,",5.0,"how you<engagement_markers> would<hedges> build this<situation_dependent_references> thing. The whole gang of people who came to work on this<situation_dependent_references>,",0.0,0.0,0.0,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,u131651,ready to fill their holds with raw logs ripped from the forest --,4.0,ready to fill their holds with raw logs ripped from the forest --,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,u87451,"Just the same, Tanya's invitation seemed too enticing to pass up.",3.0,"Just<boosters> the same, Tanya's invitation seemed too<adverbs_of_degree> enticing to pass up.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,u43905,There is a mystique about the birth of a new star.,2.0,There is a mystique about<hedges> the birth of a new star.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,u213676,Get lost! I do not want to see you anymore!.,1.0,Get lost! I<self_mentions> do not<engagement_markers> want to see you<engagement_markers> anymore!.,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,u51343,"He is quite forgetful, and called an addle head by others.",1.0,"He is quite<adverbs_of_degree> forgetful, and called an addle head by others.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,u104829,to have a business that addresses the need of that segment.,4.0,to have a business that addresses the need of that segment.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,u183915,"It's a natural process. It goes on in nature today,",4.0,"It's a natural process. It goes on in nature today<chronological_markers>,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,u166820,Ask yourself how long you would have to work,3.0,Ask yourself<engagement_markers> how long you<engagement_markers> would<hedges> have<deontic_modal_words> to work,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.022727272727272728,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,u62008,"But this does not matter, for, as he often remarked, one is never too old to learn.",3.0,"But<transitions> this does not matter, for, as<evidentials> he often<hedges> remarked, one is never<boosters> too<adverbs_of_degree> old to learn.",0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.012048192771084338,0.012048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,u170949,or you have to be on a floor -- on a high floor --,5.0,or<transitions> you<engagement_markers> have to<deontic_modal_words> be on a floor -- on a high floor --,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,u167627,"was less about trust and more, frankly, about coercion.",4.0,"was less about trust and more, frankly<attitude_markers>, about coercion.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,u182380,"I mean, most of the moments of our life --",5.0,"I<self_mentions> mean<code_glosses>, most of the moments of our<self_mentions> life --",0.047619047619047616,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,u18654,Ive got a lot of things to do before I can leave.,1.0,Ive<self_mentions> got a lot<adverbs_of_degree> of things to do before<chronological_markers> I<self_mentions> can<deontic_modal_words> leave.,0.04081632653061224,0.0,0.0,0.0,0.0,0.0,0.0,0.02040816326530612,0.02040816326530612,0.0,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,u123556,then all we need to do is look around us,3.0,then<transitions> all we<self_mentions><engagement_markers> need<engagement_markers> to do is look around us<self_mentions><engagement_markers>,0.05,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,u467,I shook my head and held up five fingers indicating that I was willing to pay $5.,1.0,I<self_mentions> shook my<self_mentions> head and held up five fingers indicating that I<self_mentions> was willing to pay $5<explicit_references>.,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,u146758,and I have friends who make little independent films like I make.,1.0,and I<self_mentions> have friends who make little independent films like<code_glosses> I<self_mentions> make.,0.03076923076923077,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,u98064,"that as well as exhibiting our reefs, what they wanted to do",5.0,"that as well as<transitions> exhibiting our<self_mentions> reefs, what they wanted<frame_markers> to do",0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,u22686,A method for determination of chlorothalonil in the aerosol by capillary gas chromatography was described.,1.0,A method for determination of chlorothalonil in the aerosol by capillary gas chromatography was described.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,u184935,that results in them not having to fight the whole time.,5.0,that results<causal_markers> in them not having<deontic_modal_words> to fight the whole time.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,u209865,We have a bushel of things to do today.,2.0,We<self_mentions> have a bushel of things to do today<chronological_markers>.,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
243,u40852,We must bring about the continued growth of the national economy.,1.0,We<self_mentions> must<deontic_modal_words><boosters> bring about the continued growth of the national economy.,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244,u62585,It's never wise to put all your eggs in one basket.,1.0,It's never<boosters> wise to put all your<engagement_markers> eggs in one basket.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,u136059,But were you conscious of memorials? The Vietnam Memorial?,3.0,But<transitions> were you<engagement_markers> conscious of memorials? The Vietnam Memorial<explicit_references>?,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,u209662,I suppose she has more brains than any of us.,4.0,I<self_mentions> suppose<hedges> she has more brains than any of us<self_mentions>.,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247,u164184,"If you put a five year-old child's dexterity against the best robots of today,",3.0,"If you<engagement_markers> put a five year-old child's dexterity against the best robots of today<chronological_markers>,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01282051282051282,0.01282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,u1244,"Every solid object will reflect a sound, varying according to the size and nature of the object.",1.0,"Every solid object will reflect a sound, varying according to<evidentials> the size and nature of the object.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
