,translated_text
270,"1. The content is lengthy and provides the reader with some information that is not directly relevant, which may have a negative effect. 2. It is recommended to move this image to the '20th Century' section."
271,"Thank you for supplementing the parts I was unclear about. As for 'from what I see, many of the sources cited are not very well-known,' that's exactly why I was hesitant to add some well-written commentary sources (see Talk:Angel Beats!—if you click in, let's discuss it there)."
272,"Overall, it is detailed, clear, and highly readable. Up to the chapter on history, even readers without a science background can enjoy reading and gain knowledge. However, there are still some minor details, including the aforementioned source requests, that should be addressed."
273,"""Healing of the soul"" seems to be referred to as ""therapy"" in Taiwan. This entry appears to mix two concepts: physical healing and spiritual 'therapeutic items', with the latter seemingly not being medical products."
274,I have added Chinese names and a simplified-traditional common conversion group to the table. Chinese names and element symbols can be used together.
275,"Hello Brother Ffaarr. Thank you very much for your valuable support and insightful guidance. Regarding the issue you mentioned about renaming parts of the background, I also think it may be necessary. Currently, the background is divided into two parts: one is from the Self-Strengthening Movement to Constitutionalism, and the other is the crisis situation in the 1900s."
276,"The entry can be selected. However, wouldn't it be smoother to change 'sales exceeded 100 million' to 'sales over 100 million'? The text mentions that as of 2003, the Guinness World Records had already sold over 100 million copies."
277,"This is not necessarily fabricated by television dramas. The content of the 'Imperial Household Department Memorial Archives' reprinted in 'Accounts of the Qing Palace (Combined Edition of the Main and Sequel)' states: 'In the second month of the third year of Xianfeng, one person from Lady Lan's residence left the palace due to illness. In April, one person from Concubine Ying's residence left the palace due to illness.'"
278,"The gunpowder before the Song Dynasty only shared the same name; in reality, it was merely an incendiary agent, similar to Greek fire. Gunpowder was essentially China's version of Greek fire. The paper cartridge loaded into the fire lance was just a paper packet containing gunpowder; when ignited, it emitted flames but was completely incapable of propelling a bullet."
279,"Can you read dates? Do you know what Wikipedia and this article looked like in 2005? That was the first comment on this talk page, and you still don't understand and say 'new topics should be placed at the end'."
280,"This work should have been translated from Japanese. I don't understand Japanese, but let me speak as a layperson. For example, the translation 'created separately as different works by multiple painters' is awkward (the original Japanese is 複数の作者)."
281,"What about the source issue? The description of objective facts in the source also has a basis; not adding one's own opinion doesn't necessarily mean there is no stance, and it doesn't guarantee neutrality. Also, there are some issues with the phrasing, such as 'In Mongolia, it is very common for livestock to be injured by snow leopard attacks.'"
282,"The Tiangong Space Station was built by me in 2013, and the name was officially confirmed at the time. The content of the entry was written with references to official websites or authoritative sources. The deletion discussion only involved three people, and no valid reason for the merger was provided."
283,"I don't need you to teach me this (I came here earlier than you, and have edited more entries than you, unless Zxj boy is just your sockpuppet), don't use such an offensive tone. If I wanted to mess around, I wouldn't be asking for opinions here."
284,"Mr. G, then your statement is contradictory. You trust their character, yet oppose them editing entries? Then I don't trust Falun Gong supporters, but I support them editing entries."
285,"I took a quick look, and the content seems okay, but some broken links should be fixed. You can use this tool: . Some of the green links in the references are not very appropriate because the entries they point to are not in Chinese."
286,"Regarding the plot section, are there any sources in the references that can be used to explain those parts of the plot? When I edit, I try to avoid having a paragraph or several consecutive sentences without a reference source. It's also fine to find other sources to support each sentence as much as possible (or add them at the end of a paragraph)."
287,"Explain your issue: I am the editor-in-chief, and I never expected Li4 to help me fix the problem. 'This issue was ultimately resolved in the 1950s.' Not to mention why the space in the middle was added, but please ask the editor-in-chief to add a source to support this statement."
288,Just found out from an online investigation that the so-called claim that Korean medicine is replacing Chinese medicine in applying for UNESCO heritage status is fake news hyped up by Guangzhou Daily. Then they dug up the issue from last century where China never paid attention to the renaming of Korean medicine and hyped it up as some kind of de-Sinicization and independence. Korean medicine has never applied for UNESCO heritage status; only the book 'Dongui Bogam' was submitted for heritage listing.
289,"According to NHK's data, China Airlines operates two daily flights from Taoyuan to Naha. Moreover, a single flight can be operated by different aircraft at different times, so the term 'that aircraft' is conceptually unclear."
290,"As someone from mainland China, I oppose the use of the term 'Republic of China' (my usage: it's acceptable for pre-1949, but for post-1949, I basically use 'Taiwan'). There's also the issue of nationality, and what the person above said is very accurate—when filling in nationality information, please strictly follow the above rules."
291,"Wikipedia claims to be neutral, so how can it have an article on masturbation? 'Yin' is a derogatory term. Moreover, the Cantonese version uses the term 'self-pleasure'."
292,"The environmental temperature for the laboratory animals is controlled, and their excrement is collected in bags. There is a safety belt on the seat designed for dogs to restrict their movement, and the space is so small that the laboratory animals can't even turn around."
293,"The phrase 'regarding Wang Yi's threatening behavior towards Vystrčil' in the original CNA report actually meant 'German Foreign Minister Maas met with Chinese Foreign Minister Wang Yi today and expressed strong support for the Czech Republic, criticizing China's threatening actions.' In fact, there's not much difference from the original sentence."
294,"When discussing the issues of this entry earlier, I did not strictly use the guidelines to explain, so I will clarify again. I mainly want to point out that this entry violates Wikipedia's neutral point of view, which is why I quoted it multiple times."
295,"As innocent and cute as a kitten, always bringing a gentle atmosphere to those around, but this kind of cunning disguise is more like a raccoon dog than a cat. They take the greatest joy in others' misfortunes or failures, then watch the person scratch their head while being comforted. How can this be seen?"
296,"In fact, Lady Iwamura's daughter, Princess Yuki, married Takeda Katsuyori and gave birth to Takeda Nobukatsu, so Lady Iwamura also had a marital connection with the Takeda family. The father of Takeda Katsuyori's legal wife, Ryoshōin, was Tōyama Naotaka, and her mother was Oda Nobunaga's younger sister. However, Lady Iwamura (Otsuya-no-kata) was Oda Nobunaga's aunt."
297,"The Pirate Party once established a website called 'The Pirate Bay', which offered many recently released popular movies and commonly used files for full download. However, since the end of 2003, The Pirate Bay website has operated separately from the Pirate Party."
298,"The People's Republic of China is fundamentally not a republic. The Chinese Communist Party uses the name of a republic to carry out authoritarian rule. In people's general understanding, a republic refers to a system that is essentially republican in nature."
299,"In my humble opinion, the pro-Green statements are closer to the neutrality principle advocated by Wikipedia than those who keep proclaiming 'our Party'. Since you claim to be a 'representative of our Party', please go to Baidu Baike instead. The problems exhibited by the mainland's system are already widespread, so it's normal for Taiwanese people to hesitate."
300,"The so-called 'March of the Volunteers' created through collective lyric writing is only the national anthem of the People's Republic of China, not the real 'March of the Volunteers.' It can only be said to be the 'March of the Volunteers' as recognized by the Fifth National People's Congress of the People's Republic of China."
301,"However, I suggest rephrasing it. A game that was officially released in 2019 won an award in 2018—doesn't this 'Best of Show' award seem unrepresentative? I think translating 'Best of Show' as 'Best Performance' would be better."
302,"Let me say something more about the translation of the name. In Taiwan, Lafayette is translated as '拉法叶', as User:Aistsana has already mentioned. In mainland China, Lafayette is translated as '拉斐特', and this is how it is rendered in various serious publications."
303,"The content is not comprehensive; it only explains background information and lacks important data on modern developments, such as the Olympic handball games, the Handball World Cup, or information about the International Handball Federation and national handball associations. This article can only be called a 'history of handball development' or 'handball rules'."
304,"Thank you all for your suggestions. I have expanded the section commemorating that period based on the original entry. I hope everyone won't rush to vote against it, but instead provide more feedback. This is my first time editing a quality article, so I may lack experience. I appreciate your guidance."
305,"① Do not repeat links, and do not link years. Please refer to WP:LINK. ② For Japanese content, please add a template."
306,"Meets the standard, thank you for the contribution. Saw it at Huda on Guijie Street, shouted so much my voice went hoarse."
307,"There is an English article: en:Gender verification in sports. The traditional method is to test whether there is a Barr body in the cells; if there is, the person is female, and if not, the person is male."
308,"Can this article save lives? If this article didn't exist, people who need to understand could consult a doctor, a real professional."
309,"I believe such a merger is inappropriate. There are seven reasons: 'Flight' and 'Aviation' refer to two different concepts in the aerospace field. Aircraft include airplanes, spacecraft, rockets, and missiles—each with specific meanings and should not be casually conflated."
310,Would changing it to 'Legalization of Same-Sex Marriage in Spain' be better? It seems a bit off-topic right now. — Yravi.kJ I think changing it to 'The Passage and Implementation of the Same-Sex Marriage Law in Spain' would be more appropriate.
311,"I personally made the edits based on the principle that 'Chinese Wikipedia should be written in Chinese as much as possible.' Basically, I will accept changes based on the official translations by Kadokawa Taiwan, which probably means that some of the current Chinese translations won't last long. But in terms of information dissemination, it's a temporary help, I suppose."
312,"There are nearly five hundred citations throughout the article, accompanied by a large number of references, which makes it seem rigorous and informative. However, the article fails to clearly explain even a few basic and important issues."
313,"Invited to evaluate, sorry but I have to vote against. Detailed comments are as follows: Although the major theme of the Korean Wave is not easy to write about, there have already been quite a few academic publications. Unless there are other reasons, it is not advisable to overly rely on newspapers and magazines."
314,"This is a collection from the National Diet Library of Japan online, published by the Hong Kong Toyo Keizai Company in February 1944, and can be used for reference. The entire book is in old-style Japanese characters."
315,"Anyway, the editor-in-chief is indeed working hard. As a frequent visitor to DYK, I can relate."
316,"That's right, reviewing also has a learning component. However, I hope that the personal suggestions I put forward can also serve as a reference for the editors. In the film and television section, Chinese translations are provided, but in the album directory section, they are not, and the English names are inconsistent—this is not very standardized."
317,"Are bolt-action sniper rifles really entirely fed by internal magazines rather than detachable magazines? In fact, most bolt-action sniper rifles still use detachable magazines, although they may not be compatible with automatic rifles, and bolt-action sniper rifles often have a magazine capacity of up to ten rounds."
318,
319,"It is recommended to delete. In July 2009, Wen Jiabao stated that a rural pension security system would be established, with a minimum benefit of 55 yuan per month. However, Southern Metropolis Daily reported that this claim was untrue, with some regions providing only 3 yuan per month. Some media referred to it as Wen Jiabao's new rural pension lie."
320,"The entry for the national anthem of the People's Republic of China, 'March of the Volunteers', has sparked controversy due to copyright issues related to the lyrics. The dispute concerns the copyright status of the lyrics and whether the lyrics of the national anthem can be fairly used and included."
321,"Content that overlaps with other entries (such as the Republic of China) can be merged (not directly deleted), while this entry should retain a brief introduction (or be left blank) and use templates to allow readers to easily access the related content. Content that only slightly overlaps with entries like the Republic of China should be retained, that is: do not delete entire sections."
322,"In terms of the quality of entries, the English Wikipedia has always been superior. Glad to see you acknowledge that both ethnicity and nation/national definitions are viable. Based on the nature of the subject of the entry, namely the resistance forces themselves, the national definition is definitely more appropriate."
323,"Commentary on Volume 1 of the four-volume edition. The Chinese translation is based on the widely circulated PDF version online, and also includes the production notes: Production Notes: This work is based on the Coral version, with minor translation corrections. The draft of the PDF version (this draft) still follows the Coral version's layout."
324,"This entry translates 'fissionable' as 'a substance that can undergo fission', and 'fissile' as 'fissionable material'. This results in the explanation section on 'fissionable material and material that can undergo fission' being completely confusing, and it's likely very difficult for native Chinese speakers to understand."
325,"@user: Please don't get so agitated, I just want to have a discussion. The main contributor doesn't matter; Wikipedia editing is inherently a collaborative process to improve article quality. I actually hope you will update the article and template with your more optimized approach."
326,"""In April 1962, NET TV broadcast an average of 16 hours of school education programs"": Is this 16 hours per week or per month? It would be best to specify."
327,"Content has been supplemented based on the relevant sections of 'Li Mo'an's Memoirs'. Points 3 and 4 are described in the book and have been added. Points 1, 2, and 6 are not mentioned in the book and have not been added."
328,"It was actually the building next to it, which is clearly shown in this photo. There are rumors that it's an auxiliary building of the CCTV Headquarters."
329,"Even if the current length were multiplied ten or twenty times, it would still be impossible to fully write out every research topic listed in the current table of contents. It is because there is no self-presentation that [[:en:Impression management#Self-presentation]] is provided."
330,"First of all, fully support Rowingbohe for uploading the cross-dressing photos to the shared resources!! Also, a small suggestion: I don't quite understand the purpose of listing both the '4:1:2.5' and '8:2:5' ratios at the same time."
331,"If I myself am a member of the Christian Brethren, do I have any copyright infringement issues? I'm already a bit fed up with Wiki now—there are always a bunch of problems. Isn't Wiki supposed to be free?"
332,"However, the scholar's reasoning is not sufficient. Japan and Korea have a close historical relationship and are also part of the Chinese character cultural sphere, so their academic opinions can be used as reference and basis."
333,"Support revocation: The start time of the campaign and the description of related events are inaccurate, and the dates in the current list are inconsistent with those in the references. Some sources also have differing accounts, and it is hoped that the entry can provide a detailed description of the start of the campaign, especially explaining the reasons."
334,"How can one trust the materials from the 1990 publication 'Investigation of the Tianjin Boxer Rebellion' by the Tianjin Ancient Books Publishing House? Why are all the recollections from people who sided with the Boxers? In court, you also have to hear what the defendant has to say."
335,"There is no evidence that a group of Han people who spoke Jiaoliao Mandarin ever lived in Blagoveshchensk and formed the Blagoveshchensk dialect. Therefore, it should not be included in Wikipedia. Today you are allowed to fabricate the Blagoveshchensk dialect."
336,"Some paragraphs need additional references; some sections can be improved, for example, the '72-hour visa-free transit' doesn't need to be a separate section and should be integrated into 'Overview' or 'History'. The 'Incidents' section has too little content—there should be more than just this one incident over the past ten years."
337,"Once again, I'm helping you properly indent your comment. There is absolutely no personal attack against you, only criticism and suggestions. If you disagree, you can report it. Currently, the article is quite well-organized and faithfully describes this territorial dispute based on reliable sources."
338,"1. Please indicate the source. 2. It is merely a one-sided statement from an employee on Twitter, which has already been opposed by the Minecraft Forum."
339,"Please remain calm. First, 'he who asserts must prove'—my assertion is to present both the Chinese and English original texts side by side in the narration, while your assertion is to deny the Chinese original expression and instead rephrase it as 'cognition'. Therefore, the burden of proof for the official Chinese equivalent of 'Acknowledge' lies with you."
340,The current guidelines for uploading images to the Chinese Wikipedia are based on the clearly defined scope of fair use. I personally believe that anything outside this scope is not considered fair use and therefore cannot be used.
341,"The order of ranking among the Standing Committee members has never been confused; this has been a convention of the official media of the Chinese Communist Party since the founding of the country. Except for Hua and Hu, the two general secretaries who were removed, no one has ever been demoted. However, status does not necessarily equate to actual power; this is a very clear principle, whether in the CCP or in other organizations."
342,"The content has been updated. Somehow, 'linearity' refers to different concepts in different disciplines. The original author may have neglected to check and ended up conflating the two."
343,"The translated title of this work is quite confusing in mainland China. 'The End of America' does not conform to English grammar rules, but as an extended topic of this game, it's not entirely unacceptable... Moreover, when this entry was first created, there was also a parallel entry titled 'The End of America' coexisting with it."
344,"Before editing, make sure you understand Wikipedia's rules. As I said before, Wikipedia prohibits original research; writing needs to be supported by citations, not by compiling various quotes to create original content. Outdated papers must not be cited, and cited viewpoints must not be altered. 'A Study on the Li-Tang as a Foreign Surname' has already been abandoned by Liu Pansui and is considered an outdated citation."
345,"What was said is correct, it's just a translation issue. 'Premier tournaments' are generally translated as 'top-level tournaments'. This 'top-level' doesn't mean the highest or most elite as one might imagine, nor is it the original 'first-tier tournament'; it's just a term."
346,Are you kidding? Shannon Lee has repeatedly denied that her father ever learned nunchaku from Inosanto. Why is this entry using a claim that has already been refuted? —Unsigned comment added by 117.40.79.162 (talk | contributions).
347,"I agree that the current article contains relatively trivial content, but I question the feasibility of the inclusion criteria. The event is still rapidly developing, and it is difficult for us to determine whether it will have any lasting impact."
348,"Whether a term is neutral or formal, each editor may have their own opinion, so it is better to resolve it through consensus. I reverted to 'capture' in order to respect the stable version; changing it to 'seize' might seem biased toward my own view."
349,"This article must comply with Wikipedia's biographies of living persons policy. Negative content that lacks sources or is based on unreliable sources must be removed immediately, especially if it could harm the subject's reputation. The three-revert rule does not apply when removing such material."
350,"The response from CAS222222221 is already quite clear. If there is evidence showing that the original name of Minecraft is more commonly used in Taiwan, you can adjust the conversion after providing reliable evidence. However, the title of this entry was originally claimed first by the mainland and cannot be moved."
351,"Q. How many Polish people does it take to change a light bulb? A. Three. One holds the bulb in place, and the other two rotate the ladder the first person is standing on."
352,"TV news reports are not without sources, especially those with video clips. More importantly, these are not necessarily mutual attacks."
353,"Let’s not talk about which name is correct for now, let’s just address the flaws in your argument. First, you can’t even answer my question, so how can that be considered a 'consensus'? Second, you cited support from another user, which is fine, but emphasizing that the user is experienced and has JLPT N4 without even verifying it is a major mistake."
354,"A lot of content has also been deleted. The entry is too incomplete, unfair, and not neutral."
355,"All references have already followed the citation format used by Wikipedia, and URLs are no longer exposed; the original notes have also been changed back to references, showing that the majority of the plot content has sources. If necessary, I can translate it into Chinese myself."
356,"Thank you for helping to refine the wording! All illustrations in the entry have been changed to both Traditional and Simplified versions. Some illustrations may have been too small to see clearly, so they have been appropriately enlarged."
357,"Although you are clearly running farther and farther away, I don't mind responding. My opinion is clear: 'Northeast Restoration' should not be used."
358,"According to DYKC voting rules: 'If the content of the vote concerns deficiencies in the nomination question, it should be marked as an inappropriate question.' Also: 'Patrollers, rollbackers, patrol-exempt users, and administrators (excluding the main contributor of the article) have the right to strike out inappropriate votes using templates.'"
359,"So what should we do now? There are inappropriate words in this article, but you're protecting it? Are you going to let the inappropriate words remain in this article?"
360,"DailyNK is a South Korean news website that specializes in reporting news about North Korea. If you still don't trust it, please check the report from Chosun Ilbo; the information comes from a defector group (seems to be 'NK Intellectuals Solidarity'). Is this link useful?"
361,"It probably isn't necessary, because the Mongol Empire and the Great Mongol State are not the same concept. The Great Mongol State was the name of the unified Mongolian nation established during the time of Genghis Khan, but after Kublai Khan declared himself khan, it had already split and in reality no longer existed."
362,"There seem to be two different theories—(1) Yongchun is the same as Wing Chun; (2) they are two different schools. Wing Chun is said to have been created by the Shaolin nun Ng Mui during the late Ming dynasty, and later passed on to Yim Wing Chun of Fujian and her husband Leung Bok Chau."
363,"""SEKAI NO OWARI"" (with this exact capitalization) is the official name, commonly used name, and formal name—absolutely correct. Changing it to Chinese is overcorrecting. Also, I hope you can elaborate on the fansite's opinion; I personally don't think there's an issue."
364,"Currently and historically, there has never been a duplicate name for 'Sun Yat-sen University.' The school commonly referred to as 'Moscow Sun Yat-sen University' was actually named 'Sun Yat-sen University for Chinese Workers,' and the school currently located in Kaohsiung, Taiwan is named 'National Sun Yat-sen University.'"
365,"Suggested name change: 'Hwarangdo' → 'Hwarang', 'Hwarangdo' → 'Hwarang''': The most common name is 'Hwarang'. Also, the Chinese characters for '화랑도' should be '花郎徒' rather than '花郎道' (see the Korean version)."
366,"1. Some explanations about the issue. 2. As for point 6, I will go back and write a separate entry on how different governments manage domain names, and link it to this entry. 3. Since interest in the 'China' domain name has declined, no such behavior has been found at present. 4. This is a metaphor, originating from the original English text."
367,I have already deleted the section 'Blocked by Mainland China'. Chinese Wikipedia users shouldn't learn to spread rumors. Don't think that constantly smearing the Communist Party is 'neutral'—this is the biggest problem with Chinese Wikipedia users.
368,This entry doesn't contain much content and overlaps with the Shang Dynasty; it can be fully explained in the 'Pre-Shang' history section of the Shang Dynasty entry. Similar entries like 'Xia Tribe' and 'Zhou Tribe' have been redirected to the relevant dynasty entries.
369,"Your reply confirms what I said, that you have been deeply misled by the propaganda of the Communist Party and Jiang Zemin. Jiang Zemin began using the 'cult' label to demonize Falun Gong in October 1999, and the propaganda continues to this day. However, currently in the world, outside of the mainland controlled by the CCP, no other national government agrees with the CCP and Jiang Zemin on this issue."
370,"@user Even if the founder of the newspaper was arrested for violating the National Security Law, it does not mean that the credibility of Apple Daily's reports is low, because the two are unrelated. And your reasoning that Stand News should not be cited just because it is known as a 'yellow media' is unreasonable."
371,"The Japan Broadcasting Association is the name used by NHK on its official Chinese website and when registering in mainland China. NHK has not used 'Japan Broadcasting Association' as a registered name in the Greater China region. Therefore, 'Japan Broadcasting Association' should be the organization's only official Chinese registered name."
372,"Because there are too many sources, they are not listed. <For those who dislike pro-Blue media, please refer to Formosa TV, SET News, Liberty Times...> Based on the premise of facts. This is a condensed version of recent media reports."
373,"Brother Nyf, translating リボン as 'Yi Ban' is really problematic! First, the pronunciation doesn't match リボン. Second, リボン is portrayed as a cute female fairy, calling her 'Yi Ban' is just too strange."
374,"Did you see the distortion? You first slandered me, saying that I once said 'a person's opinion should be included even if only a very few people support it.' I questioned this and asked you to point out where I said that, and it ended up becoming 'if it's truly notable, then there's no such thing as extremely limited.'"
375,"Earlier, I noticed that the Vietnam War was moved to 'Yue Zhan' (abbreviation for Vietnam War). After being reverted once, it was moved again by User:AT. The reason given was: 'Common name, abbreviation is already widely used, no need to deliberately use the full name.'"
376,"At the same time, almost all well-known media outlets use 'Wang Weilin' in their reports, and many reports do not mention the term 'Tank Man' at all. These include BBC Chinese, Voice of America, Ming Pao (in 2000 and 2006), Radio Free Asia, and so on."
377,"Wikipedia does not allow entries to retain unreliable sources. That being the case, I have no choice but to oppose labeling The Epoch Times and New Tang Dynasty Television as unreliable sources. I have previously used 'sending righteous thoughts' as an example to illustrate that in some entries, it is actually necessary to use The Epoch Times and New Tang Dynasty Television."
378,"You and that so-called original research master you support aren't any better. Quality? Haha, that L-something person is also a well-known POV pusher. The funniest part is that they love to use Wikipedia's rules to restrict others, but don't follow them at all themselves, constantly posting a bunch of original research brainwashed by the CCP."
379,"1. A questionable source is one thing, and a pirated article is another; the two should be handled differently. You brought up the 'Bujun 1000-yen voucher' and gave examples for a long time just to illustrate that the source is questionable. If the source is questionable, it can be marked as such—why escalate it to a ban for piracy?"
380,"The description of the door opening direction is too long (such as 'The door on the left side will open', MTR), which is why it is often avoided. In fact, four characters are enough ('Left side opens', Taipei Metro). Cross-platform transfer stations are even more troublesome, requiring multiple uses, otherwise it would be too long."
381,"After the end of the Anti-Japanese War in 1945, the influence of the Chinese Communist Party expanded. Led by Mao Zedong, the Chinese Communist Party advocated for the establishment of a socialist state in China that would eliminate private ownership, and promoted the path of armed struggle to seize power."
382,"A few days ago, User:Xnj920327 moved Su-22 to 苏-22. Two hours later, it was reverted by User:Cobrachen with the reason 'Please discuss before moving.'"
383,"The decision states that the reported content is not considered disruptive editing. However, if someone posts infringing content, it meets the criteria for reporting, and the 3RR rule is not required, because copyright infringement is a very serious issue."
384,"Hello Huang Wanqi, the relevant content is in the 'Opinion' section, and regarding the views expressed, there are multiple sources, which should be cited as coming from the New York Times and NBC. Additionally, the events should be arranged in chronological order. Please participate in the discussion, and editors should provide reasons for their edits."
385,"Today I did some organizing work. If it's still not good tomorrow, the recommendation can be canceled—looking at it this way, the problem is not a small one. The language in the first two paragraphs should be fine. However, although I want to integrate the information, I really don't know where to start."
386,The article has no sources to support a bunch of negative content. There should be no questions. Discriminating against adult-only games is wrong; games are only about whether they are fun or worth playing. Adult-only games are not inferior to regular games.
387,"In the 1940s, Mao Zedong said in an internal talk in Yan'an that while we publicly said we 'marched' to Yan'an, in reality it was 'a retreat'! Jin Yaoru: Reviewing the global trends of the past century and China's prospects in the new century (Part 3) — The above unsigned message was added by Typesgoods (Talk | Contributions)."
388,"The demi-lune was built to prevent the enemy from seeing the army's movements, and is also known as the 'Ma Chu Fort'. Initially, five demi-lunes were planned to be built in the dead angles between the bastions, but due to financial difficulties, only one was ultimately constructed."
389,"There are quite a few translation errors. In just the first two paragraphs, there are two obvious mistakes: '...along Dr. Ryle,...' and '...had sought out Bell at the 1970...'."
390,"I'm glad everyone was able to reach a consensus on the merger. I'm interested in the content of this entry and will further study it and discuss it with you. I generally agree with your view that in mainland China, some unique perspectives on natural history mainly come from scholars who are anti-scientism, which falls under the category of philosophy of science."
391,"If it's for safety considerations or ethnic issues, wouldn't relocating the capital to the second largest city, Mandalay, further north be a better option? This city is also closer to ethnic groups like the Shan and Kachin, has greater strategic depth, and was historically a capital as well."
392,"The Twenty-One Demands are about Qingdao, and the Jiaozhou-Jinan Railway agreement is about the railway. I don't know how you can say that the relationship in the Twenty-One Demands is not as close as that of the Jiaozhou-Jinan Railway. The Twenty-One Demands are notorious and are even more significant in arousing public anger."
393,"Using the name of the Wang Jingwei regime is highly inappropriate, just as we do not use the name of the Pétain regime, but instead refer to it as Vichy France. It is recommended to follow the Vichy France model, where Vichy is the seat of government and France is the country name."
394,"I think it wasn't deleted because it was unclear, but because it was only a partial translation. In fact, apart from the Greater China region, the content for other countries' delegations at this Games was overly detailed and not very valuable, especially considering that the host country's (UK) delegation page only had an introduction."
395,"I think the ranking of the University of Edinburgh by Shanghai Jiao Tong University should be removed. As is well known, the rankings published by Chinese universities have low credibility and are highly controversial. Using data from Shanghai Jiao Tong University to demonstrate the excellence of the University of Edinburgh is tantamount to discrediting it."
396,
397,"There is still a gap compared to a high-quality article. Many contents lack sources, such as 'The solar eclipse recorded in the Book of Documents during the reign of Zhong Kang in the Xia Dynasty (2137 BC) is the earliest recorded solar eclipse in the world.'"
398,"""Sexual orientation"" → ""Sexual inclination"": The Hong Kong SAR government uses ""sexual inclination"", as in the ""Sexual Inclination Discrimination Ordinance"". The Taiwanese government uses ""sexual orientation"", as seen in the text of Constitutional Interpretation No. 748 by the Grand Justices, which uses ""sexual orientation""."
399,"Hmm, if transliterated according to French pronunciation, 'Geluodendike' seems more accurate, while in German it indeed sounds like 'Geluotendike'. However, the English Wikipedia points out that 'Grothendieck' comes from his mother's Low German surname, though I'm not sure how it's pronounced in Low German."
400,"I have reverted, for the following reasons: Although the two old titles were indeed somewhat inappropriate, the nature of this incident itself is equally ambiguous. In the chapter title you used, 'counter-revolution' is, on one hand, a criminal offense that has existed in modern Chinese law, and on the other hand, the wording implies that this incident is a 'revolution'."
401,"Before construction began on August 19, 2012, it was 53,148 bytes; now it's 107,491 bytes. I added 53,394 bytes, and Li Chao and Mike2718 added 949 bytes. The translation of the phonetics and grammar sections has been completed."
402,"At most, the person in question is merely paraphrasing and translating, which doesn't mean they won't make mistakes or insert personal opinions during the process. Therefore, it's better to refer directly to the report rather than what he says. Furthermore, none of the stories of Anonymous Q have been proven true, making them no different from Russell's teapot."
403,"It is common knowledge that the naming of chemical elements uses Latin, just like the naming of species uses Latin. Do you still want me to find a source for you? Please take a close look at the section on the 'nomenclature' of chemical elements."
404,"For example: 'Japanese-Chinese books still retain the Nippon Decimal Classification number in the bibliographic data.' What is Japanese-Chinese? It is recommended to proofread both the Japanese and Chinese, and to review the entire text once. These small errors are actually easy to spot."
405,"How can I finish translating everything? I'll show you I can finish it within an hour. Pure translation skills don't have much impact. Even if a beginner can't finish translating, they can still leave it on the user's subpage."
406,"It was found that the tilde symbols used in the 'Commercial Publications' section for each work title are not consistent, and the spacing before and after some tildes is also not uniform. It is hoped that the same tilde used in the game titles can be standardized here as well, which would also facilitate the use of internal links."
407,"Actually, Higurashi just wasn't written about at the time. The Japanese and English Wikipedia pages explain the story in great detail, with main characters like Rika Furude even having their own separate entries, and the true culprit and plot are described thoroughly. As for the removal of the spoiler warning template, please see here."
408,"John Henry Draize (1900–1992) studied hyperthyroidism and earned a doctorate in chemical pharmacology. He then joined the University of Wyoming to research plants that are toxic to cattle, other livestock, and humans."
409,"Thanks for the suggestion. I had considered Central and North America, but the problem is that it's still rather vague. Although the current disambiguated name is a bit odd, it conveys the idea of Central America within the Americas, and I haven't thought of a better name."
410,"I can point out that the statement about national heroes is not something imposed by Wikipedians, but rather a commonly held view. I have done my best to add third-party sources as evidence. Does Ang Lee also say that this section needs to be added to the movie introduction page? I don't think so, it's too off-topic."
411,"""-Nogede-"" → ""-Emergency Currency-"": 'Nogede' appears to be a coined translation by the editor. It neither matches the pronunciation of the word (this is a German word, not English. It is composed of Not + geld, meaning emergency + currency), nor is it seen used in other sources."
412,"The current SVG renderer compresses the image to a specified size before rendering, so it's impossible to properly handle small text in heavily compressed images. Moreover, the SVG renderer also outputs PNG, so there's no difference for the reader when loading."
413,"Generally speaking, this is not neutral language, but in this case, a completely neutral description cannot be found. For example, in the same paragraph there is also the use of 'seize', but that refers to some small islands, which appear as dots on the map, and from a linguistic sense, it's acceptable. For a large island like Hainan, only 'capture' or 'liberate' can be used."
414,"I would like to ask, what does Macintosh have to do with PC/AT? The current paragraph is 'defined' as: and mentioned in the caption: I hope other editors or IP users can provide sources, otherwise the entire paragraph has no citations, which is almost the same as original research."
415,"Sorry, I can't agree with your suggestion. First, you said that 'Black Lives Matter' is '100% opposition to the Black civil rights movement and other discriminatory remarks against Black people.' Here is a translation of a TED Talk for you, which should have been translated by a Taiwanese translator and has also been reviewed."
416,"Rather than saying the English version was erased, it's more accurate to say no one wrote it, since this war holds more significance in the eyes of Koreans than it does for us. Recently, I made the Ming dynasty section in the English version more complete, but I couldn't do much for the other parts."
417,"The peaceful liberation of Tibet originally could not encompass both a peace agreement and military action, so regardless of whether the entry is changed to lean toward a military action or a peace agreement, I personally support it. Still the same viewpoint: if it is to be called peaceful, then there should be no non-peaceful actions in the historical facts."
418,"Can you verify the incident where Kelly was called by the producer to apologize? I remember it was the time she broke through the house (the line after the one where it appears in the text), not the time she shattered the glass."
419,"This is my first time using the discussion page, so please forgive any mistakes. Considering that this entry mainly focuses on the disputes between mainland China and Taiwan (which is undeniable), I personally feel that the overall neutrality of the entry is lacking."
