,translated_text
684,Seeking to get along peacefully with us.
685,Maybe you'll find a day to use it.
686,Did you know that Wang Jingjing is going to publish a book?
687,"Oh, sorry — I thought we were playing a game of nitpicking."
688,Do you know why they can laugh out loud?
689,Farhad might be able to recognize them.
690,"Chang Gate enjoy, shout, relax, jade; cover bromine, remember scorpion; Wei, meow, ugly, flame, obscure wild goose; barrier Wei meow obscure swallow turbulent mail."
691,I'm on my way to the marriage registration office.
692,"On the day Ah Gui had the accident, you were clearly not at home."
693,The only way to get out of here is to escape.
694,"No matter what my parents say, it's not always a matter of winning or losing."
695,"Oh, okay. So why is her test better than mine?"
696,But I can see it looks like it's going to snow.
697,She just has to be a person.
698,"Jodes, go check whether he damaged the tow truck."
699,"Eric, are those the cleats I bought you??"
700,"Alright, how many have I slept with?"
701,I take the liberty of writing this letter to express my gratitude.
702,"If this is a dictionary, American English map—"
703,I will now discuss a few specific examples.
704,Would laughing be bad for this?
705,I'm Jimmy from next door.
706,Suppose this is like the Grand Canal.
707,We need to earn their trust. Do you understand?
708,The audience will cheer for you and worship you for it.
709,['The text appears garbled (encoding issue). Please provide the original text in Unicode/UTF-8 or clarify the language so I can translate it.']
710,"Yes, nothing will hurt you."
711,Act only according to one's own will.
712,Then you are big liars.
713,You just like those lights?
714,You need to see it from my perspective and think about it.
715,"I'm listening - Okay, let's make a bet"
716,This is a wooden cross.
717,We are considering going to counseling.
718,You don't want your eyes to drop too much when you tilt.
719,How are you enjoying your work at BAU?
720,Maitenike is a tyrant even worse than Napoleon.
721,We must bury it in a dark place. It's not too late to do it now!
722,"What they are asking for is a response to an explosive scenario,"
723,The other one is a girl named Rieko.
724,"That is violent, ugly, and dirty."
725,On the theme of helping and doing good deeds.
726,He has a hole on the other side of the Carolina River.
727,Those who attack the historical accounts recorded in the Bible.
728,"Of course, the true importance of bees is not honey."
729,Second Armored Division
730,Also ensure that the people who log the forests benefit equally.
731,But I wrote it down.
732,But they are all very strange.
733,We use a workshop format.
734,Great! That must be a lot of fun!
735,['SYNAPSE connects all the communication devices on this planet.']
736,The 14th Division was also forced out of Livorno (a port city on Italy's western coast).
737,['The King of Qin urgently summoned me.']
738,"1,200 households live in houses prepared for residents, with an area of about 106 square meters."
739,What can I say? That bitch tricked me before.
740,"It wasn't done by us, nor by me, but by nature."
741,Shut the fuck up.
742,"Oh, Max, are you hallucinating again?"
743,"Estimated number of deaths due to the following causes: hurricanes, fireworks, asthma, and drowning."
744,Number of minutes ended early
745,I had never been invested in a relationship before.
746,"When I was born, my mother said I looked around the entire hospital room."
747,We only need to get through one more night; the ship will be here tomorrow.
748,No one is willing to go to the countryside.
749,There they sold cat food to aliens at a very high price.
750,"['We set up three road checkpoints: here, here, and here.']"
751,You leave for seven days and then come back one day late.
752,"Oh, Nick, this is really annoying."
753,"I'm begging you, don't go. You still have family and children."
754,"Very well, you're an arrogant ass tonight."
755,"If it enters from the Geshu (Diaphragm-shu) acupuncture point, it exits at the Bulang acupuncture point."
756,"There are two airbags at the front and two at the rear, plus four more on the sides."
757,Will not be affected by the power that destroys iron.
758,Especially during class.
759,You used stolen CIA funds to buy the oil drilling rights.
760,"Oh my God, if he opened a funeral home, nobody would die."
761,She is right. We never did the laundry together. That's it.
762,To earn money to buy the stamps needed to send these letters.
763,"Do you know, sometimes in the sky..."
764,Mickey is doing some business with them privately.
765,"We are classmates. I want to introduce them, but I forgot their name."
766,"I can't wait to enter the pitch-black deep night,"
767,"['Yes, but wait, listen to me...']"
768,"Out of respect, I'll let you choose."
769,Marco: I think I'm an honest magician.
770,"But every two weeks, they actually put the computer on their dining table."
771,['Say something.']
772,It will bring you redemption.
773,"Here, 'vent' originates from Latin."
774,"[""It doesn't make any difference to me.""]"
775,Quickly lie down?
776,"Not bad, his second job is acting as a small-time thug."
777,Your mother is proud of you.
778,"First, regarding this tax,"
779,"Basically, it's mine."
780,Perhaps much knowledge has already ceased to exist before we could discover it.
781,That is not something a petty person excels at.
782,Everyone would agree to see you.
783,"['As a result, they gradually evolved and became bigger and bigger.']"
784,"You haven't picked cotton in a long time either, have you?"
785,A virtually unknown country.
786,"You broke into our system just to play games, didn't you?"
787,Relocate and cut [corrupted]; deep and bridal [corrupted]; a flood sweeping across Asia; recognizing the ravine [corrupted]; Yuan; honey-like imitation [corrupted]; the light neighborhood gentleman.
788,Can I do it my own way?
789,We found that you can train your brain.
790,"The commonly accepted explanation is that the universe, for some unknown reason, suddenly exploded into existence."
791,"You can create this, then create that; just install these, and that'll do."
792,I just randomly picked him.
793,"Of course, it's very difficult to demonstrate this in practice."
794,"Listen to me, I'm not threatening you, do you understand?"
795,Look at him—he doesn't believe anything!
796,"That's just how it is, understand? - Mm."
797,['We proved that this could be done. This really has been an amazing journey.']
798,"In fact, it's also easy to quickly point out violations of the rules."
799,"Oh no, there's a car parked in front of him, Sanborn!"
800,"First, when others disagree with what we say."
801,You will wake someone up -- Marx.
802,I personally saw it being pried out of your brother's hands.
803,"As long as I'm alive, I will not drink coffee."
804,"If they owe only a little, I'll break their knees."
805,Molly! You can't escape either. You have a lot of toys and don't know what to do with them.
806,The book is filled with photographs of the Auschwitz concentration camp.
807,How could he not have a girlfriend?
808,"Thanks to these comments, I've become thick-skinned."
809,I'm not the kind of person who would hit someone just because my husband told me to.
810,"Or, does it extend infinitely in space-time?"
811,It was just that we couldn't help ourselves; my female companion and I are both like that.
812,You sounded very seductive on the phone.
813,I'll let you stay here.
814,"Obviously, I'm an optimist; I have unwavering faith."
815,"So, I'll help."
816,Young people should understand that they cannot rely on them.
817,There's a small bathroom on the yacht...
818,These can only be used to dismiss those servants of yours.
819,Unable to translate: the provided text appears garbled due to an encoding issue. Please supply the original text in UTF-8 (or paste the correctly encoded text) so I can translate it to English.
820,"There are some things I want to tell you, George."
821,This beef looks unappetizing.
822,"Such life may, in its intrinsic properties, be essentially different from us."
823,The clearest unit for our brains is the story.
824,An anonymous IP edited my page --
825,"Oh my, it's burning again and it feels strangely good."
826,I should ask you to reconsider
827,"But if possible, I'll go back tomorrow."
828,"Just wanted to say thanks, bro. This morning I felt like a piece of shit."
829,Hold your head up and chest out.
830,['Are you going to teach me how to dance on this?']
831,You became famous when you were almost 60.
832,He finally appeared to me as a spirit.
833,He deceived some of the 99 heroes into serving him.
834,I don't believe it at all.
835,['Inject the above cells into the oocyte of a fertilized cow.']
836,It would be a shame if you didn't sit down.
837,The area of the house is only 69 to 86 square meters.
838,I pretended to be a doctor and worked in a hospital for two years.
839,"I'll teach you a lesson, bastard"
840,I will be your fiercest opponent.
841,It's like luring an active system into a stable one.
842,So don't complicate our relationship.
843,I stayed up late thinking and said to my husband.
844,According to the Mandate of Heaven.
845,It would be great to put sculptures made from animal dung.
846,This information was provided by an undercover agent working for Kunnan.
847,I really don't know what you're talking about. Maybe this is a kind of flattery.
848,Can I expect your best work?
849,You grew another head over there.
850,"Because in these fields, scientists working in Africa will gain a competitive advantage."
851,There is no separate toilet; everyone uses the only public restroom.
852,"In fact, the kids on the opposing team may be only one grade older."
853,"Of course, if you can produce mouse teeth in a petri dish."
854,What happens if you build the structure but do not construct an abalone shell --
855,Catch a shooting star and put it in your pocket
856,We have to get your ass to work.
857,and the sense of guilt it brings
858,"Before you can free your heart, you must first relax your feet, Lin."
859,So I should go to the United States!
860,"Stop, stop! I want to talk to you alone."
861,"If everyone leaves, who will take care of the civilians and soldiers here?"
862,"I already told you that, but it's not that easy."
863,"Even with the simplest multimeter, you can measure how much the paper is bent."
864,You came by bicycle.
865,Until the last breath is taken.
866,Goodbye. - I can tell it's the work of a master!
867,Kept some
868,That guy is crazy. He said I could help him run it.
869,"In a big city, there are a lot of people you have to please."
870,Do you really have no baggage?
871,Why is it innovative in some ways but not in others?
872,four three two one
873,"What? Wait, are you saying I can't win her over?"
874,The vote I cast with my own hands.
875,I cannot go against my father's wishes.
876,Starting gate - it's okay
877,Who do I have to sleep with to be able to get the refreshments?
878,"You didn't just stay quietly in the car, did you?"
879,Are you still listening to Joni Mitchell?
880,There is only one road that leads to the scene.
881,I need you to catch that bastard.
882,I get up at 5 AM.
883,This is what I want everyone to know.
884,How long has this been going on?
885,Geez. What's wrong with you? You can usually keep up with me at half speed.
886,"Don't worry, creation is feasible."
887,We can see the different components among the spectra.
888,We can't become expression experts overnight.
889,"Zai Zai, you can't have the computer volume this loud."
890,I find you both very sexy.
891,I don't know why I have to watch the same thing happen to your daughter.
892,I also don't want to miss the sunrise.
893,We decided to conceal her madness.
894,Go in and grab her immediately.
895,I don't want to be proud of you.
896,Make having sex more pleasurable.
897,Akiyama's surefire way to win is simply to blow himself up.
898,"So, you'll never be as funny as I am."
899,That belonged to a young couple a few years ago.
900,"Whenever you arrive at any new place, you should..."
901,I think this will be pretty fun.
902,So you're saying you've never believed she was innocent.
903,All warfare is based on deception.
904,Allow them to ski and play tennis.
905,"I like this house, but I think it might be a bit small."
906,I still want to pay you back.
907,Get out
908,Where were you the night Dr. Ian Wexler died?
909,You need to track the joint forces and create a new record of success.
910,That woman who broke your heart—she must be amazing.
911,"You better not damage my car, or I'll kill you."
912,['I want to recommend a good job to the two champions.']
913,Everyone says Honor is this year's top seed.
914,Don't talk to my son like that!
915,I don't want to lose him. I want to spend my life with him.
916,"But even then, I wouldn't turn into a hot gummy sundae."
917,Especially when the gray-robed wizard Gandalf was acting purely out of friendship...
918,The first piece I made still lacks some creativity.
919,"['It is time for you to regain your glory, Your Highness.']"
920,"Si Qiaode Tutinka, could you take these two children?"
921,From this you can tell their occupation: a group of scavengers.
922,Everything we present to you here today.
923,The light is dazzling; I feel cold.
924,"Okay, the latter part was made up by me."
925,This is a moral issue.
926,"Dad died, carrying loneliness with him."
927,So how do we verify this hypothesis?
928,['This will be one in your notebook.']
929,I want two pieces of Shali and one steak.
930,What role do you play in this episode woven from deceit and evil?
931,Quickly send someone reliable to get in touch with Bo Zuoyi.
932,Do you want to leave them behind?
933,Why are you bringing back so many things now?
934,"But in this campaign, you must obey orders."
935,Everyone is upset that the United States didn't enter the war.
936,What on earth is going on?
937,"You know, I'll always be by your side."
938,"I need a hemostatic pad - can you hear me, we have an agent down."
939,I've done a lot of leather carving. There's also a small workshop in the garage.
940,"In other words, it's best to rein yourself in before you open your mouth to comment on others."
941,They don't like people like that. They think you are that kind of person.
942,"In fact, everyone, look, the answer is right here."
943,I am FBI Special Agent Griffin Hull.
944,"Old friend, do you have a dead cat inside you or what?"
945,What is he taking the ball for?
946,"We also received help from others, such as a designer and a general contractor."
947,Did you do something bad? Several people from the investigation bureau came to question you.
948,I have never seen them.
949,Why doesn't Dale move out?
950,Many studies indicate that this is clearly helpful in solving cooperation problems.
951,"Sister Meng, Brother Feng, has he already turned into a demon?"
952,Cover the entire wound and repeat this treatment several times -
953,The ash cloud billowing from a massive volcano.
954,That thing choosing you is another matter.
955,['I can only say that I have turned over a new leaf and become a new person.']
956,What's so great about that guy you like?
957,You can once again completely forget your wife and children.
958,Just as this job is meaningful to you.
959,"Washed, profound, rising and lifted; late sheath and the Fei; light field, house, tellurium, and stone."
960,I entrust you with the mission of a knight.
961,['I want to have an equal upward force.']
962,I've gotten into trouble.
963,"Because my mother agreed, she passed away."
964,And then what happened?
965,"When riding a horse, people will care."
966,Please keep to the left.
967,['I think we can play a card game and talk about this...']
968,"If you don't do it this way, she'll keep hitting you without stopping."
969,"I just got back from a date with your friend Bill, and..."
970,They are also planning to seize our family's hotel.
971,"They said, ""Okay, we'll put it in a bottle of formalin,"""
972,He said he needs to have one hundred million ready by tomorrow.
973,What does film mean to you? What do you want to express through film?
974,"Four weeks after selling comics, I was badly beaten up."
975,So the lone wolf was no longer alone.
976,What kind of person is Stoneman?
977,"Oh, I'm the only doctor in town; I'm responsible for every department."
978,Did I say that my company went public?
979,Even the database bot can easily find it
980,"It's still in the warehouse. All right, we'll go back and get it."
981,"At the summit of the world, in a place that should have been frozen,"
982,"I think she must be somewhere, right?"
983,Is that the reason you requested a transfer to the white-collar crime department?
984,We can definitely force the Persians into Thermopylae.
985,I will never forget this memory for the rest of my life.
986,"[""I wouldn't even think about such a thing.""]"
987,Our child has returned to us. Are you still not satisfied?
988,"Alright, stop messing around. Don't act effeminate. Get in the car."
989,Didn't they already send a surgeon to you?
990,"Congratulations, Dr. Kendall. So are you trying to tell me that our Department of Homeland Security..."
991,Please don't call me that anymore.
992,"We live in a three-dimensional world, and we should also make use of the third dimension."
993,Then he left the room. After a while he came back and said:
994,So I pretended that nothing had happened.
995,Stand behind the yellow line.
996,It doesn't matter how others see us.
997,The yellow dot is the friend who transmitted the flu to this person.
998,The mayor wants this matter to be over as soon as possible.
999,Why do we think this is a bit more real than the other one?
