,utterance_id,utterance,avg_labeled_utterance,labeled_utterance,engagement_markers,self_mentions,deontic_modal_words,slang_and_colloquialisms,adverbs_of_degree,transitions,explicit_references,frame_markers,chronological_markers,hedges,boosters,situation_dependent_references,causal_markers,place_time_svo,code_glosses,evidentials,figurative_language,attitude_markers,emotional_self_disclosures,positive_connotations,negative_connotations,self-mentions,endophoric_markers,additionally,idioms,pleonasms
266,u1059,当然，蜜蜂真正的重要性并不是蜂蜜。,2.0,当然<boosters>，蜜蜂真正的重要性并不是蜂蜜。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,u218714,我很愿意帮你 - Robert 你太好了,1.0,我<self_mentions>很<adverbs_of_degree>愿意帮你<engagement_markers> - Robert<explicit_references> 你<engagement_markers>太<adverbs_of_degree>好了,0.1,0.05,0.0,0.0,0.1,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268,u241294,能让我们私下里说说话吗?,1.0,能<deontic_modal_words>让我们<self_mentions><engagement_markers>私下里说说话吗?,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
269,u119839,萝珊，你跟兰尼怎么认识的？,1.0,萝珊<explicit_references>，你<engagement_markers>跟兰尼<explicit_references>怎么认识的？,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
270,u134714,那只能怪Millie不走运了,1.0,那<transitions>只能<deontic_modal_words>怪Millie<explicit_references>不走运了<attitude_markers>,0.0,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
271,u23223,是什么让前额叶外皮成,5.0,是什么让前额叶外皮成,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,u292315,我倒是有个学位叫“草泥马”,5.0,我<self_mentions>倒是有个学位叫“草泥马”,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,u249846,我不过强壮。我不知道如何乐观。,1.0,我<self_mentions>不过<boosters>强壮。我<self_mentions>不知道<hedges>如何乐观。,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,u150084,各位，她叫瑞秋， 另一位从林肯高中生存下来的人。,4.0,各位<engagement_markers>，她叫瑞秋<explicit_references>，另一位从林肯高中<explicit_references>生存下来的人。,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275,u89727,你没羞吗?. 总想当别人的寄生虫！,2.0,你<engagement_markers>没羞吗?<engagement_markers>. 总<boosters>想当别人的寄生虫<negative_connotations>！<boosters>,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0
276,u222112,不，应该另有文章,4.0,不，应该<deontic_modal_words>另有文章,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,u186065,我刚要向这位可爱的尼德尔鲍姆先生 解释那个惊喜,3.0,我<self_mentions> 刚要向这位可爱的<positive_connotations>尼德尔鲍姆先生<explicit_references> 解释那个惊喜,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0
278,u117905,他没拿到所有的烟草，婊子,1.0,他没拿到所有的烟草，婊子<slang_and_colloquialisms>,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
279,u109389,要是他们欠得少 我就打断他们的膝盖,1.0,要是他们欠得少 我<self_mentions>就<causal_markers>打断他们的膝盖,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280,u90836,我是联邦调查局探员格里芬·胡尔,1.0,我<self_mentions>是联邦调查局<explicit_references>探员格里芬·胡尔<explicit_references>,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,u249322,"""法医鉴证专家Amy Sutton全心全意地爱上了",4.0,法医鉴证专家Amy Sutton<explicit_references>全心全意地<adverbs_of_degree>爱上了,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,u157396,别对我儿子那麽说话！,4.0,别<engagement_markers>对我<self_mentions>儿子那麽说话！<boosters>,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
283,u248223,而我三年中撞毁了三辆车,1.0,而<transitions>我<self_mentions>三年中<chronological_markers>撞毁了三辆车,0.0,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
284,u114839,克劳迪亚斯发现了 便把瓦伦泰扔进了监狱,1.0,克劳迪亚斯<explicit_references>发现了 便<transitions>把瓦伦泰<explicit_references>扔进了监狱,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
285,u50035,因为人们愿意展现世界级的行为,3.0,因为<causal_markers>人们愿意展现世界级的行为,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,u282047,对不起 David 答复是不行,1.0,对不起<attitude_markers> David<explicit_references> 答复是不行,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
287,u252438,玩家们会赢得143亿日元,1.0,玩家们会<deontic_modal_words>赢得143亿日元,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,u28943,是的，但是显然成千上万的人使它成为了现实。,3.0,是的，但是<transitions>显然<boosters>成千上万的人使它成为了现实。,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,u136162,何况那小女孩没有他的戒指,3.0,何况<transitions>那小女孩没有他的戒指,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,u99527,直到咽下最后一口气为止,3.0,直到咽下最后一口气为止,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,u94070,"噢,滚开,我也许不走运,可我不是白痴.",2.0,"噢<attitude_markers>,滚开<slang_and_colloquialisms>,我<self_mentions>也许<hedges>不走运,可我<self_mentions>不是白痴<negative_connotations>.",0.0,0.10526315789473684,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0
292,u13911,如果我们可以从废水分离出微量金属？,1.0,如果我们<self_mentions>可以<deontic_modal_words>从废水分离出微量金属？<engagement_markers>,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,u140512,他们不喜欢这样的人 他们认为你就是这样的人,1.0,他们<situation_dependent_references>不喜欢这样的人 他们<situation_dependent_references>认为<evidentials>你<engagement_markers>就是<boosters>这样的人,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.09523809523809523,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,u189367,已经受到地震的严重破坏,1.0,已经受到地震的严重破坏,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,u195232,别太为难史蒂芬，不要错看他.,1.0,别<deontic_modal_words>太<adverbs_of_degree>为难史蒂芬<explicit_references>，不要<deontic_modal_words>错看他<situation_dependent_references>.,0.0,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,u118165,还有… 感谢上帝让我们佛罗里达 拥有这么多出色的选手,2.0,还有<transitions>… 感谢上帝<attitude_markers>让我们<self_mentions>佛罗里达 拥有这么多<adverbs_of_degree>出色<positive_connotations>的选手,0.0,0.038461538461538464,0.0,0.0,0.038461538461538464,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0
297,u228843,但是如果可能 我明天就回去,2.0,但是<transitions>如果可能<hedges> 我<self_mentions>明天<chronological_markers>就回去,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,u20012,我们为什么会认为这比另外一个更真实一点呢？,3.0,我们<self_mentions>为什么会<hedges>认为<hedges>这比另外一个更<adverbs_of_degree>真实一点<hedges>呢？<engagement_markers>,0.047619047619047616,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,u66439,我这么说可不只是因为他是我的女婿哦,3.0,我<self_mentions>这么说可不只是因为<causal_markers>他是我的<self_mentions>女婿哦,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300,u198347,想说声谢谢你 兄弟 早上我觉得自己像一坨屎,1.0,想<frame_markers>说声谢谢你<engagement_markers> 兄弟<engagement_markers> 早上<place_time_svo>我<self_mentions>觉得<hedges><emotional_self_disclosures>自己像<figurative_language>一坨屎,0.09523809523809523,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.047619047619047616,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,u13916,就能制造出像那个细胞一样神奇的材料。,5.0,就能制造出像那个细胞一样<figurative_language>神奇的材料。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,u16641,天蛾和蟑螂，现在我开始认真地思考,4.0,天蛾和蟑螂，现在<frame_markers>我<self_mentions>开始<frame_markers>认真地思考,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,u17229,而且我终于自由了，,3.0,而且<transitions>我<self_mentions>终于<frame_markers>自由了，,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,u249922,我也当过小孩呀,1.0,我<self-mentions>也<transitions>当过小孩呀,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0
305,u265189,一顶大的佛里几亚的软帽 将会覆盖城堡圆顶。,2.0,一顶大的佛里几亚的软帽 将会覆盖城堡圆顶。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306,u192504,这是我的伙计，艾拉 他为我写了不少笑话，亲爱的,1.0,这是我的<self_mentions>伙计，艾拉<explicit_references> 他为我<self_mentions>写了不少笑话，亲爱的<engagement_markers>,0.043478260869565216,0.08695652173913043,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
307,u218666,# 这样他才能够赢得你的目光 #,4.0,# 这样<causal_markers>他才能够赢得你的<engagement_markers>目光 #,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
308,u132279,现在怎么办呢？,5.0,现在<frame_markers>怎么办呢？<engagement_markers>,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
309,u146724,起跑门 - 没关系,5.0,起跑门 - 没关系<attitude_markers>,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
310,u1705,然后他意外的发现，其中最最简单的策略竟然赢了。,3.0,然后<chronological_markers>他意外的<attitude_markers>发现，其中最最<adverbs_of_degree>简单的策略竟然<attitude_markers>赢了。,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,u88352,我应该请你重新考虑,1.0,我<self_mentions>应该<deontic_modal_words>请你<engagement_markers>重新<transitions>考虑,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
312,u162982,你在伯克利学的就是这个吗 Chris?,3.0,你<engagement_markers>在伯克利<explicit_references>学的就是这个<situation_dependent_references>吗 Chris<explicit_references>?,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
313,u270795,我真不敢相信我居然信了！,1.0,我<self_mentions>真<boosters>不敢相信我<self_mentions>居然<attitude_markers>信了！,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,u198908,我们有考虑要去咨商,1.0,我们<self_mentions><engagement_markers>有考虑要去咨商,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,u296245,那不是我要问的问题,1.0,那不是我<self_mentions>要问的问题,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
316,u177386,在爸爸带着寂寞而死去,4.0,在爸爸带着寂寞而死去,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,u130201,636篇文中有过半说…,5.0,636篇文中有过半说…,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,u123315,我弄个台阶，他也要弄个台阶,3.0,我<self_mentions>弄个台阶，他也<transitions>要弄个台阶,0.0,0.07692307692307693,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,u229353,斯乔得﹒图汀卡 你带这两个孩子去好吗？,2.0,斯乔得﹒图汀卡<explicit_references> 你<engagement_markers>带这两个孩子<explicit_references>去好吗？,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,u250120,Pyung yang来访的Kim Dae Jung总统,2.0,Pyung yang<explicit_references>来访的Kim Dae Jung总统<explicit_references>,0.0,0.0,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,u85214,他们把镇上所有的警察 都叫出来找她了,1.0,他们<situation_dependent_references>把镇上所有的警察 都叫出来找她了,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,u120311,甚至可以到附近的乡村郊游,1.0,甚至<transitions>可以<deontic_modal_words>到附近的乡村郊游,0.0,0.0,0.08333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
323,u92068,我无意伤害任何人 更别说是你,1.0,我<self_mentions>无意伤害任何人 更别说是你,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
324,u189154,你的任务是弄清楚地球什么时候毁灭,1.0,你的<engagement_markers>任务是弄清楚地球<explicit_references>什么时候毁灭,0.0625,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,u113345,很很惊讶 罗特利他们 竟然都不管,4.0,很很<adverbs_of_degree>惊讶<attitude_markers> 罗特利<explicit_references>他们<situation_dependent_references> 竟然<attitude_markers>都不管,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
326,u219301,要是出了事，万一我摔下去,2.0,要是<hedges>出了事，万一<hedges>我<self_mentions>摔下去,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,u294493,æáßääÇ ßäÇ ãÍÙæÙíä Çäå ÇãßääÇ ÇáİÑÇÑ Úáì ŞíÏ ÇáÍíÇÉ,5.0,æáßääÇ ßäÇ ãÍÙæÙíä Çäå ÇãßääÇ ÇáİÑÇÑ Úáì ŞíÏ ÇáÍíÇÉ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,u27433,这就是我想让大家知道的,4.0,这就是我<self_mentions>想<frame_markers>让大家<engagement_markers>知道的,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
329,u203270,你能用这个姿势狠狠的干我吗？,2.0,你<engagement_markers>能<deontic_modal_words>用这个姿势狠狠的<adverbs_of_degree>干我<self_mentions>吗？,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,u104485,你想干嘛 这是你最后一次飞翔了！,4.0,你<engagement_markers>想干嘛 这是你<engagement_markers>最后<chronological_markers>一次飞翔了！<boosters>,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,u35450,还有怎么样才能使星球拥有这样一个地方：,5.0,还有<transitions>怎么样才能使星球拥有这样一个地方：,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,u294286,你的行动已经说明一切,2.0,你的<engagement_markers>行动已经说明一切,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,u260396,记住我们不喜欢有人打混,2.0,记住<engagement_markers>我们<self_mentions>不喜欢有人打混,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,u6563,那好，田纳西流域管理局受到一点点限制。,2.0,那好<frame_markers>，田纳西流域管理局受到一点点<hedges>限制。,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,u207496,我想我们都好一些 我们之前 你知道的,4.0,我想<self_mentions><hedges> 我们<self_mentions>都好一些<hedges> 我们<self_mentions>之前<chronological_markers> 你知道的<engagement_markers>,0.05555555555555555,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,u55517,而且说实在的，当我知道我的星座是一个秤之后，,4.0,而且<transitions>说实在的<attitude_markers>，当我<self_mentions>知道我的星座是一个秤之后<chronological_markers>，,0.0,0.045454545454545456,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,u78061,我今天不会放你走,4.0,我<self_mentions>今天<chronological_markers>不会放你<engagement_markers>走,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,u297502,该死 我不知道放哪了,3.0,该死 我<self_mentions>不知道<hedges>放哪了,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,u67190,别担心， 创世是可行的,4.0,别担心<engagement_markers>， 创世是可行的<hedges>,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,u193148,他拿球干嘛?,4.0,他<situation_dependent_references>拿球干嘛?<engagement_markers>,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,u58653,可以让她们能滑雪，打网球，,1.0,可以<deontic_modal_words>让她们能<deontic_modal_words>滑雪，打网球，,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
