,utterance_id,utterance,avg_labeled_utterance,labeled_utterance,engagement_markers,frame_markers,transitions,self_mentions,hedges,explicit_references,deontic_modal_words,boosters,situation_dependent_references,positive_connotations,chronological_markers,attitude_markers,causal_markers,adverbs_of_degree,slang_and_colloquialisms,place_time_svo,code_glosses,evidentials,emotional_self_disclosures,idioms,negative_connotations,figurative_language,endophoric_markers,hedges_adverbs_of_degree
164,u267194,This is gonna be one for your scrapbook.,3.0,This is gonna<slang_and_colloquialisms> one for your<engagement_markers> scrapbook.,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,u67028,"I don't care for these balls, but one had to come for the girls",4.0,"I<self_mentions> don't care for these balls, but<transitions> one had to<deontic_modal_words> come for the girls",0.0,0.0,0.015873015873015872,0.015873015873015872,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,u17686,you've got to wonder: so what do banks have in store for you now?,3.0,you've<engagement_markers> got<deontic_modal_words> to wonder: so<transitions> what do banks have in store for you<engagement_markers> now<chronological_markers>?,0.03076923076923077,0.0,0.015384615384615385,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,u273695,Maybe you'il find a use for it someday.,1.0,Maybe<hedges> you'il<engagement_markers> find a use for it someday.,0.02564102564102564,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,u250035,Why do you want those things anyways?,4.0,Why do you<engagement_markers> want those things anyways?<engagement_markers>,0.05405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,u92447,"Joe, can I talk to you for a minute in private?",1.0,"Joe, can<deontic_modal_words> I<self_mentions> talk to you<engagement_markers> for a minute in private<situation_dependent_references>?",0.02127659574468085,0.0,0.0,0.02127659574468085,0.0,0.0,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,u23607,"I know that they were tougher for a lot of people,",4.0,"I<self_mentions> know<hedges><boosters> that they<situation_dependent_references> were tougher for a lot of people,",0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,u282956,"I'm Hancock, and I drink and stuff.",2.0,"I'm<self_mentions> Hancock<explicit_references>, and I<self_mentions> drink and stuff.",0.0,0.0,0.0,0.05714285714285714,0.0,0.02857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,u72323,"Four million tennis players in the world, and I'm 119th.",1.0,"Four million tennis players in the world, and I'm<self_mentions> 119th.",0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,u296954,I was rowing stroke in a Russian coxed four.,3.0,I<self_mentions> was rowing stroke in a Russian coxed four.,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,u75939,"Come when you want, once a month, once a year,.. ..but keep me.",4.0,"Come when you<engagement_markers> want, once<transitions> a month, once<transitions> a year,.. ..but<transitions> keep me<self_mentions>.",0.015873015873015872,0.0,0.047619047619047616,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,u77254,And who's going to look after the people and the soldiers?,3.0,And who's going to look after the people and the soldiers?<engagement_markers>,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,u124430,It'il do the job of funneling the Persians into the Hot Gates.,4.0,It'il do the job of funneling the Persians<explicit_references> into the Hot Gates<explicit_references>.,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,u36324,"and so huddled around books with photographs of people in Auschwitz,",5.0,"and so<transitions> huddled around books with photographs of people in Auschwitz,<explicit_references>",0.0,0.0,0.014705882352941176,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,u6046,"I thought, at the time, I did a pretty good job.",2.0,"I<self_mentions> thought<hedges>, at the time<situation_dependent_references>, I<self_mentions> did a pretty<adverbs_of_degree> good job.",0.0,0.0,0.0,0.041666666666666664,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,u103966,I had no idea what Kicking Bird's decision would be.,4.0,I<self_mentions> had no idea what Kicking Bird's<explicit_references> decision would<hedges> be.,0.0,0.0,0.0,0.019230769230769232,0.019230769230769232,0.019230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,u13742,I've worked as a doctor clown in a hospital for two years.,1.0,I've<self_mentions> worked as a doctor clown in a hospital for two years.,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,u153804,"Because Mummy approved, God rest her soul.",2.0,"Because<causal_markers> Mummy<explicit_references> approved, God<explicit_references> rest her soul.",0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,u109044,"No, I don't know any more than the cops do.",1.0,"No, I<self_mentions> don't know<hedges> any more than the cops<slang_and_colloquialisms> do.",0.0,0.0,0.0,0.023255813953488372,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,u3301,"because of the quality of the information, the ability to find the best person,",5.0,"because<causal_markers> of the quality of the information, the ability to find the best person,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,u70167,Now those who sleep will get up and walk.,4.0,Now<frame_markers> those who sleep will get up and walk.,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,u279972,This is gonna be so much fun!,3.0,This is gonna<slang_and_colloquialisms> be so<adverbs_of_degree> much fun!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,u185924,"""Do not turn away."" This middle area, wonderful for the dung sculptures.",5.0,"""Do<engagement_markers> not turn away."" This middle area, wonderful for the dung sculptures.",0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,u280635,They have a course on it here.,5.0,They have a course on it here<situation_dependent_references>.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,u75641,I have a strange feeling about this murder.,3.0,I<self_mentions> have a strange feeling<emotional_self_disclosures> about this murder.,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023255813953488372,0.0,0.0,0.0,0.0,0.0
189,u203536,I'd like to discuss a very promising proposition for two champions.,2.0,I'd<self_mentions> like<frame_markers> to discuss a very<adverbs_of_degree> promising proposition for two champions.,0.0,0.014925373134328358,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,u184296,Try to make it so three motherfuckers could eat.,2.0,Try to make it so<transitions> three motherfuckers<slang_and_colloquialisms> could<hedges> eat.,0.0,0.0,0.020833333333333332,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,u121207,I'm concerned about this fleck material of which they speak.,4.0,I'm<self_mentions> concerned about<hedges> this fleck material of which they speak.,0.0,0.0,0.0,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,u23172,"""You build this, you build this, you put this, and it'll work.""",5.0,"You<engagement_markers> build this, you<engagement_markers> build this, you<engagement_markers> put this, and it'll work.",0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,u165237,We can answer the questions of the skeptics that attack the Bible's history.,1.0,We<self_mentions> can<deontic_modal_words> answer the questions of the skeptics that attack the Bible's history.,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,u212471,You said everything was gonna be fine and nothing is fine.,2.0,You<engagement_markers> said everything was gonna<slang_and_colloquialisms> be fine and nothing is fine.,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,u257737,I tried to hold on to fame,1.0,I<self_mentions> tried to hold on to fame,0.0,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,u279474,"Now, this may be his last fight.",4.0,"Now<frame_markers>, this may<hedges> be his last fight.",0.0,0.03125,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,u116981,I've been authorised by Director Fury to use any means necessary to keep you on premises.,4.0,I've<self_mentions> been authorised by Director Fury<explicit_references> to use any means necessary to keep you<engagement_markers> on premises.,0.011235955056179775,0.0,0.0,0.011235955056179775,0.0,0.011235955056179775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,u58097,"that for every word intended as to render us deaf to one another,",5.0,"that for every word intended as<causal_markers> to render us<engagement_markers> deaf to one another,",0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,u53698,"and we would like to bring this for the very first time, to the United States",4.0,"and we<self_mentions> would<hedges> like<frame_markers> to bring this for the very<adverbs_of_degree> first<chronological_markers> time, to the United States<explicit_references>",0.0,0.012987012987012988,0.0,0.012987012987012988,0.012987012987012988,0.012987012987012988,0.0,0.0,0.0,0.0,0.012987012987012988,0.0,0.0,0.012987012987012988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,u149486,"That bet we made, you're not holding me to it?",3.0,"That bet we<self_mentions> made, you're<engagement_markers> not holding me<self_mentions> to it?<engagement_markers>",0.043478260869565216,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,u109454,"Something about you still doesn't sit right with me, Eddie.",3.0,"Something about<hedges> you<engagement_markers> still<transitions> doesn't sit right with me<self_mentions>, Eddie.",0.01694915254237288,0.0,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,u16212,"they bring this mobile theater and they do what they call an ""after action review""",2.0,"they bring this mobile theater and<transitions> they do what they call<code_glosses> an ""after action review""",0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,u3341,Last year at TED I gave an introduction to the LHC.,2.0,Last year<chronological_markers><place_time_svo> at TED<place_time_svo><explicit_references> I<self_mentions> gave an introduction to the LHC<explicit_references>.,0.0,0.0,0.0,0.0196078431372549,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0196078431372549,0.0,0.0,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,u183400,"Dr. Kendall, do youmean to tell me that Homeland Security is financing a roach motel?",3.0,"Dr. Kendall<explicit_references>, do youmean<engagement_markers> to tell me<self_mentions> that Homeland Security<explicit_references> is financing a roach motel?",0.011764705882352941,0.0,0.0,0.011764705882352941,0.0,0.023529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,u286924,"The day Ghost died, you were not at home",4.0,"The day<place_time_svo> Ghost<explicit_references> died, you<engagement_markers> were not at home",0.025,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,u107658,for coming to this shithole you call a town.,2.0,for coming to this shithole<slang_and_colloquialisms> you<engagement_markers> call a town.,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,u113666,Out of respect I grand you that choice,2.0,Out of respect<attitude_markers> I<self_mentions> grand you<engagement_markers> that choice,0.02631578947368421,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,u75625,Why does he do half the things he does?,4.0,Why does he do half the things he does?<engagement_markers>,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,u271075,"But in order to please my dad,",5.0,"But<transitions> in order to<causal_markers> please my<self_mentions> dad,",0.0,0.0,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,u9265,"What people wanted as a behavior was to have an explosion,",4.0,"What people wanted as<causal_markers> a behavior was to have an explosion,",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,u110697,I've freed you from the guilt of choosing to leave them.,3.0,I've<self_mentions> freed you<engagement_markers> from the guilt of choosing to leave them.,0.017857142857142856,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,u248250,How do you know that she can help us?,2.0,How do you<engagement_markers> know that she<situation_dependent_references> can<deontic_modal_words> help us<self_mentions>?,0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.0,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,u173776,Who's to blame for what's happened in Flint?,4.0,Who's to blame for what's happened in Flint<explicit_references>?,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,u198312,"So you wanting to become a police officer, is just not gonna happen.",2.0,"So<transitions> you<engagement_markers> wanting to become a police officer, is just<boosters> not gonna<slang_and_colloquialisms> happen.",0.014705882352941176,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,u102779,Do you suppose he meant the Camargue?,4.0,Do you<engagement_markers> suppose he meant the Camargue<explicit_references>?,0.02702702702702703,0.0,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,u120794,"""and, when the anchor had been cast and the ladder lowered,",4.0,"""and, when the anchor had been cast and the ladder lowered,""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,u120400,"But for the most part, being a carer has suited me fine.",1.0,"But<transitions> for the most part<hedges>, being a carer has suited me<self_mentions> fine.",0.0,0.0,0.017857142857142856,0.017857142857142856,0.017857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,u60542,"Should be easy to find, even for those droids in your archives.",2.0,"Should<deontic_modal_words> be easy to find, even<attitude_markers> for those droids in your<engagement_markers> archives.",0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.015873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,u161809,"I'm gonna show you ugly, you fucking mother...",2.0,"I'm<self_mentions> gonna<slang_and_colloquialisms> show you<engagement_markers> ugly<negative_connotations>, you<engagement_markers> fucking<slang_and_colloquialisms><boosters> mother...",0.043478260869565216,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0.0,0.0,0.0,0.021739130434782608,0.0,0.0,0.0
220,u1214,"and I've certainly developed a thick skin thanks to Internet comments,",2.0,"and<transitions> I've<self_mentions> certainly<boosters> developed a thick skin thanks to Internet comments,",0.0,0.0,0.014285714285714285,0.014285714285714285,0.0,0.0,0.0,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,u175390,"You broke into our system just to play a game, right?",2.0,"You<engagement_markers> broke into our<self_mentions> system just<boosters> to play a game, right<engagement_markers>?",0.03773584905660377,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,u37108,"or no, does it go onto infinity in both time and space?",3.0,"or no, does it go onto infinity in both time and space?",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,u178617,I hope for your sake that he sees how lucky he is.,2.0,I<self_mentions> hope<attitude_markers> for your<engagement_markers> sake that he sees how lucky he is.,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,u70955,"Now, we just get through one more night, the boat will be here tomorrow.",2.0,"Now<frame_markers>, we<self_mentions> just<boosters> get through one more night, the boat will be here tomorrow<chronological_markers>.",0.0,0.013888888888888888,0.0,0.013888888888888888,0.0,0.0,0.0,0.013888888888888888,0.0,0.0,0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,u127581,"See, growing up... my older brother's friends all had bad names.",3.0,"See<engagement_markers>, growing up... my<self_mentions> older brother's friends all had bad names.",0.015625,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,u79762,That was the basic philosophy of the original architects.,4.0,That was the basic philosophy of the original architects.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,u237079,"Childs, go see if he got to the tractor.",4.0,"Childs<explicit_references>, go see<engagement_markers> if he<situation_dependent_references> got to the tractor<explicit_references>.",0.025,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,u269119,your weet what your to do state!,5.0,your<engagement_markers> weet what your<engagement_markers> to do state!,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,u243285,Do you guys work together a lot?,1.0,Do you<engagement_markers> guys work together a lot?,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,u153410,It's so pink. /- That is one sad /tail.,2.0,It's so<adverbs_of_degree> pink. /- That is one sad /tail.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231,u105606,But they might as well be pharmaceutical.,4.0,But<transitions> they might<hedges> as well be pharmaceutical.,0.0,0.0,0.024390243902439025,0.0,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
232,u195443,Let's see you walk away from this.,4.0,Let's<self_mentions><engagement_markers> see<engagement_markers> you<engagement_markers> walk away from this<situation_dependent_references>.,0.08823529411764706,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,u174295,"Half of them went into action without arms, led by men they didn't trust.",3.0,"Half of them<situation_dependent_references> went into action without arms, led by men they<situation_dependent_references> didn't trust.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,u36407,"And we're not all going to become facial expression experts overnight here,",3.0,"And<transitions> we're<self_mentions> not all going to become facial expression experts overnight<chronological_markers> here<situation_dependent_references>,",0.0,0.0,0.013333333333333334,0.013333333333333334,0.0,0.0,0.0,0.0,0.013333333333333334,0.0,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,u33857,We've found that there are ways that you can train your brain,1.0,We've<self_mentions> found<boosters> that there are ways that you<engagement_markers> can<deontic_modal_words> train your brain,0.01639344262295082,0.0,0.0,0.01639344262295082,0.0,0.0,0.01639344262295082,0.01639344262295082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,u29923,because I got beat up after about four weeks of doing this,5.0,because<causal_markers> I<self_mentions> got beat up after<chronological_markers> about<hedges> four weeks of doing this,0.0,0.0,0.0,0.017241379310344827,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.017241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,u101466,"Captain Teague wants us to play now, - Love to,",4.0,"Captain Teague<explicit_references> wants us<engagement_markers> to play now<frame_markers>, - Love to,",0.02127659574468085,0.02127659574468085,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,u225341,"He's what we call an enhancement smoker,",4.0,"He's what we<self_mentions> call an enhancement smoker,",0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,u129524,"Feodor and Victor congratulate their friend Maxim Vasilyev, for winning an international competition of young architects.",1.0,"Feodor<explicit_references> and Victor<explicit_references> congratulate their<situation_dependent_references> friend Maxim Vasilyev<explicit_references>, for winning an international competition of young architects.",0.0,0.0,0.0,0.0,0.0,0.024793388429752067,0.0,0.0,0.008264462809917356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,u199352,The bitch put me through the wringer.,2.0,The bitch<negative_connotations> put me<self_mentions> through the wringer<idioms>.,0.0,0.0,0.0,0.02702702702702703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02702702702702703,0.02702702702702703,0.0,0.0,0.0
241,u286528,"I’il be whoever you want me to be, honey.",2.0,"I’il<self_mentions> be whoever you<engagement_markers> want me<self_mentions> to be, honey.",0.024390243902439025,0.0,0.0,0.04878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,u256053,Seems an awful lot of salt beef.,1.0,Seems<hedges> an awful lot of salt beef.,0.0,0.0,0.0,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
